,DalScience,DalLibraries,Dal_Alumni,DalGazette
671,"{'date': '03/10/2018, 02:51:55', 'full_text': 'RT @CobdenDaisy: Great job Erik! Erik Demaine &amp; his father Martin created this gift of art &amp; science in honour of #dal200. 200 Circles is i…'}","{'date': '11/05/2018, 16:22:48', 'full_text': 'Check out our great new Scholarship @ Dal Libraries webinar series. Topics include taking charge of your professional identity, copyright and author rights, and research data management. Sign up for one (or all!) today. https://t.co/nLxYcm89yR'}","{'date': '11/23/2018, 14:40:14', 'full_text': '#DYK: With MyInsurance from @TD_Insurance, you get convenient access to your policies – whenever and wherever you want. #ad ► https://t.co/XTgtdFWXpl https://t.co/XpH2EemQU7'}","{'date': '09/17/2019, 12:17:32', 'full_text': 'Hi folks! We’re looking for a student at @dalagriculture to volunteer to live-tweet a couple of DSU council meetings for us this school year! The first is on Nov. 6 and the second is on Jan. 29. If you’re interested, email news@dalgazette.com. https://t.co/Unc1qRQKWx'}"
672,"{'date': '03/10/2018, 00:39:44', 'full_text': 'RT @DalGradStudies: This just in! Watch video of last night\'s winning 3 Minute Thesis presentation ""Talking Trash in Paradise"" by Kristal A…'}","{'date': '11/05/2018, 15:56:43', 'full_text': '@aidiemcnally @DalPres @Dalnews The @dallibraries are pleased to provide services to our valued alumni to the extent our eResource licenses permit. See https://t.co/R4XpjVgRLd for details on alumni services. We’re currently testing a number of journals for alumni access, stay tuned.'}","{'date': '11/23/2018, 13:16:58', 'full_text': 'RT @sblairreid: Humbled to see community members come together to provide financial support to @ChildSoldiers while honouring LGen (ret’d)…'}","{'date': '09/17/2019, 10:44:23', 'full_text': 'https://t.co/eo3gl3qo7s'}"
673,"{'date': '03/09/2018, 22:30:52', 'full_text': 'RT @CdnPressVideo: Former child prodigy Erik Demaine, who attended Dalhousie University at age 12, grew up to design self-folding origami r…'}","{'date': '11/04/2018, 19:30:07', 'full_text': 'https://t.co/hdho1OzLLo'}","{'date': '11/23/2018, 13:15:33', 'full_text': 'RT @DalPres: Wow! Congratulations to friends, colleagues and @Dal_Alumni and everyone on this list. Canada stronger because of you @austins…'}","{'date': '09/17/2019, 10:42:27', 'full_text': 'Next week! 📸 https://t.co/VQ9ScdjhLd'}"
674,"{'date': '03/09/2018, 01:07:49', 'full_text': '@browninfosecguy @dalfcs @Dal_Alumni And so proud of his students!'}","{'date': '11/04/2018, 17:58:36', 'full_text': ""Today marks the 25th anniversary of Dan Paul's landmark book, We Were Not the Savages. And it was our #DalReads selection in 2017/18. https://t.co/1ZuKy2rPgP""}","{'date': '11/22/2018, 20:10:50', 'full_text': 'RT @ideolocator: #WUTWUT #NSProud\n\ncc @SCADdotedu @paulaswallace @Dalnews @DalPres @Dal_Alumni @halifaxchamber @NSCADUniversity @MentalHeal…'}","{'date': '09/16/2019, 17:13:41', 'full_text': 'Ready for a month of this, folks? https://t.co/78TPJHvora'}"
675,"{'date': '03/09/2018, 01:06:11', 'full_text': 'Congrats to #Dal3MT winners &amp; all participants - wonderful job! We have a brighter future when our leaders of tomorrow have a passion for sharing knowledge between disciplines, peoples, and places. #DalProud https://t.co/kGUTFNOM4P'}","{'date': '11/04/2018, 14:10:07', 'full_text': 'Last chance! #FoodForFines is happening now. Reduce those overdue fines by $3 for each non-perishable food donation. https://t.co/UzOtFBxuyg https://t.co/EiYrmocYGn'}","{'date': '11/22/2018, 18:40:08', 'full_text': 'Dalhousie Original, Dr. Susan Sherwin took on the male-dominated field of Philosophy to emerge as one of the world’s foremost feminist ethicists and to spark the field of feminist bioethics. https://t.co/EMkQAL9YcO https://t.co/vkdlKnNHkD'}","{'date': '09/16/2019, 12:46:14', 'full_text': 'Calling all vegetarians (and veggie lovers)! https://t.co/RoYfpJTziA'}"
676,"{'date': '03/09/2018, 00:57:30', 'full_text': 'RT @DalGradStudies: ""Let thy food be thy medicine,"" says Namit Holay, a Pathology student from @DalScience who is trying to understand the…'}","{'date': '11/03/2018, 13:10:13', 'full_text': ""Tomorrow's the last day: #FoodForFines is happening now. Reduce those overdue fines by $3 for each non-perishable food donation. https://t.co/UzOtFBxuyg https://t.co/eQVyG1pdFL""}","{'date': '11/22/2018, 17:18:38', 'full_text': 'RT @Dalnews: Meet the leadership team at #DalhousieU: Teri Balser, Provost and Vice-President Academic. https://t.co/CIq0bVePhs'}","{'date': '09/15/2019, 20:14:29', 'full_text': ""@StFXAthletics @AUS_SUA @DalTigers That's all from Wickwire field this afternoon - thanks for following along! @AUS_SUA""}"
677,"{'date': '03/09/2018, 00:56:10', 'full_text': 'RT @DalGradStudies: ""My name is Kristal Ambrose, and I\'m here to talk trash,"" says the @DalMarAffairs student who is using mapping and mode…'}","{'date': '11/03/2018, 12:27:48', 'full_text': ""Wow, we're now at over 50% of our goal for this year's #DalUnited campaign. Still lots of time to donate, buy a fifty-fifty ticket or do a fundraising event like a bake sale. Help us meet our $200K for Dal200 goal. @ScrubstheTurtle https://t.co/rqT3QxzVC4 https://t.co/KVq5AijKZV""}","{'date': '11/21/2018, 14:10:56', 'full_text': 'RT @Craig_Arthur: When you want high levels of student engagement in your program, it doesn’t get better than hands-on learning.  A two-sto…'}","{'date': '09/15/2019, 20:10:03', 'full_text': ""@StFXAthletics @AUS_SUA @DalTigers That last chance effort didn't work and the @StFXAthletics take the game 1-0 against the @DalTigers. @AUS_SUA""}"
678,"{'date': '03/09/2018, 00:55:19', 'full_text': 'RT @DalGradStudies: Judge Erik Demaine says in the spirit of collaboration he has written a sentence that pulls together the first six #Dal…'}","{'date': '11/02/2018, 15:10:07', 'full_text': 'Join us for the Wikipedia Edit-a-thon on Nov 7. @dalsimnews  \n@DalMedSchool  @DalHealth  https://t.co/TEsxQeDm6C #citeNLM2018'}","{'date': '11/20/2018, 19:05:20', 'full_text': 'Do you know an artistic Dalhousie alumni? The annual Dal student, staff, faculty and Alumni exhibition is now accepting entries. More info here: https://t.co/grkYB2WCCZ #HalifaxEvents \n@ArtGalleryNS @DalArtGallery @VisualArtsNS @artsSceneHFX'}","{'date': '09/15/2019, 20:07:10', 'full_text': ""@StFXAthletics @AUS_SUA @DalTigers Grondin is out of his net and all the way up the field - he's standing right next to @StFXAthletics's keeper as Dal takes a corner kick.""}"
679,"{'date': '03/09/2018, 00:55:03', 'full_text': 'RT @DalGradStudies: ""Close your eyes and imagine yourself throwing a dart. You just engaged in motor imagery,"" says Sarah Kraeutner from @D…'}","{'date': '11/02/2018, 14:20:43', 'full_text': 'RT @dalpres: Thanks to all who shared their favourite memories with #DalUnited yesterday. (Especially the love stories!)\n\nYou shared 217 Dalhousie memories, and they were so great I’m doubling my pledge and contributing $434 to @UWHalifax. Thank you! #DalProud'}","{'date': '11/20/2018, 18:45:20', 'full_text': ""New Grad? Your alumni benefits include access to preferred car, condo, renter's and home insurance rates with affinity program partner @TD_Insurance #ad ► https://t.co/HLtDthsJ5k https://t.co/1xxQiyZtbV""}","{'date': '09/15/2019, 20:06:03', 'full_text': '@StFXAthletics @AUS_SUA @DalTigers A chance off a @DalTigers free kick - the ball bounces off the crossbar and out of play.'}"
680,"{'date': '03/09/2018, 00:53:21', 'full_text': ""RT @DalGradStudies: Wow! Look at the size of this crowd for tonight's 3 Minute Thesis competition! Thank you everyone for coming out on a r…""}","{'date': '11/02/2018, 14:11:10', 'full_text': 'https://t.co/AqLYrPGVoR'}","{'date': '11/20/2018, 17:00:08', 'full_text': 'RT @Dalnews: The new Biomass Energy Plant @dalagriculture produces renewable electricity for @nspowerinc, produces heat, and makes us green…'}","{'date': '09/15/2019, 20:05:28', 'full_text': '@StFXAthletics @AUS_SUA @DalTigers @StFXAthletics is playing a very tight game, not giving the Dal players much time or space to make plays.'}"
681,"{'date': '03/08/2018, 22:40:15', 'full_text': 'Look at all those natural communicators ready to share their work with the world. The whole #scicomm gang is proud. Good luck to everyone this evening! https://t.co/W1pJcCbOJn'}","{'date': '11/02/2018, 10:40:26', 'full_text': 'Wow, back when it all began... https://t.co/M6DfXPpJ9f'}","{'date': '11/20/2018, 14:05:16', 'full_text': ""RT @Dalnews: This morning we're thrilled to celebrate the official opening of #DalhousieU's new Biomass Energy Plant @dalagriculture!""}","{'date': '09/15/2019, 19:59:01', 'full_text': ""@StFXAthletics @AUS_SUA @DalTigers #5 Emilio Roche sends a long ball on net, but it's an easy save for @StFXAthletics goalkeeper Seamus MacDonald""}"
682,"{'date': '03/08/2018, 22:22:03', 'full_text': ""RT @DalGradStudies: 6:30pm TONIGHT, come to the final round of the 3 Minute Thesis competition in Dal's Student Union Building and see the…""}","{'date': '11/01/2018, 15:55:07', 'full_text': 'Remember when the CHEB opened in 2015? Definitely one of @DalLibraries \nfav Dal memories #DalUnited  We challenge YOU to tweet your favourite Dal memories using the hashtag #DalUnited! @DalPres  will donate $1 to United Way for every tweet. https://t.co/nvX7RWYyV2'}","{'date': '11/20/2018, 13:50:18', 'full_text': ""This Friday, Dalhousie vs SMU: Varsity Showdown basketball! \nGet your $5 Discount through Ticket Atlantic with the code 'DALALUM'.\nJoin fellow alum at Auction House before the game from 4 - 6 pm https://t.co/LUnE8KijbC https://t.co/sWk7dQ2Qc1""}","{'date': '09/15/2019, 19:55:17', 'full_text': ""@StFXAthletics @AUS_SUA @DalTigers Free kick for @DalTigers. With about 15 minutes to go in the game, they're pressing for a goal.""}"
683,"{'date': '03/08/2018, 21:49:03', 'full_text': 'RT @MarniTuttle: Just saw Erik Demaine’s  presentation for #dal200. Fun, creative and smart. Just like him. One more chance to see him at @…'}","{'date': '11/01/2018, 15:15:10', 'full_text': 'Faculty, join us for a new series starting in Nov -- Scholarship @ Dal Libraries. Librarians will be hosting sessions on topics such as open access, copyright, author rights, taking charge of your professional identity &amp; research data management. Register: https://t.co/Ty8EmzYyNC'}","{'date': '11/19/2018, 17:35:11', 'full_text': 'Help a student feel at home this holiday! Just $20 enables us to invite one international or out-of-town student staying on campus this holiday to enjoy a meal in the company of friends and community. Watch the video now: https://t.co/6e7Hv2pmpD https://t.co/bEOoPyBiFV'}","{'date': '09/15/2019, 19:45:02', 'full_text': '@StFXAthletics @AUS_SUA @DalTigers @DalTigers are doing a good job of limiting @StFXAthletics chances by collapsing down and clearing the ball out of danger. #12 Hegge and #16 Jeffrey Arkin are leading this defensive effort'}"
684,"{'date': '03/08/2018, 21:47:52', 'full_text': 'RT @OceanSchoolNow: #WomenInOceanScience Meet Laurenne Schiller from #Vancouver, B.C., PhD student @dalhousie_university and research analy…'}","{'date': '11/01/2018, 14:55:05', 'full_text': '@DalLibraries has a lot of fav Dal memories! In Aug, the Student Learning Commons opened in the MacRae Library, transforming that library. #DalUnited Tweet your favourite Dal memories using the hashtag #DalUnited! @DalPres  will donate $1 to United Way for every tweet. https://t.co/pwnueAXfcL'}","{'date': '11/16/2018, 19:45:09', 'full_text': ""Dalhousie vs SMU at the Varsity Showdown basketball game Nov 23! $5 Discount through Ticket Atlantic for #DalAlumni with the code 'DALALUM'.\nMeetup @ Auction House from 4pm to 6pm 2 Chances to Win an Apple Watch from Steele at the games. https://t.co/LUnE8KijbC https://t.co/DIZo1EOnNu""}","{'date': '09/15/2019, 19:40:30', 'full_text': '@StFXAthletics @AUS_SUA @DalTigers A good chance for the Tigers as the ball is crossed from the corner by #3 Adam Murphy. #17 Manolhas Karkada is close to the net but puts the ball wide. Still 1-0 for the X-men.'}"
685,"{'date': '03/08/2018, 19:14:31', 'full_text': 'RT @quinnlyle: Fascinating and entertaining talk by Erik Demaine: “Folding Paper: Visual Arts Meets Mathematics” as part of #Dal200. @DalSc…'}","{'date': '11/01/2018, 12:55:05', 'full_text': 'Another @DalLibraries fav Dal memories was the launch of the  @downiewenjack Legacy Space in the Killam this past October #DalUnited  We challenge YOU to tweet your favourite Dal memories using the hashtag #DalUnited! @DalPres will donate $1 to United Way for every tweet. https://t.co/YZdD45ufij'}","{'date': '11/16/2018, 19:43:18', 'full_text': 'RT @Dalnews: Congratulations to the new #DalhousieU Canada Research Chairs: https://t.co/aazrkEYcLz #DALinnovates https://t.co/6ZkERry7BD'}","{'date': '09/15/2019, 19:32:37', 'full_text': ""@StFXAthletics @AUS_SUA @DalTigers A free kick for @DalTigers just outside of the X-Men's 18 yard box. #11 Enrico Rodriguez takes it, the ball is blocked by the X wall and comes right back to him. He has a second chance but again his shot goes into a crowd of people before it can reach the net""}"
686,"{'date': '03/08/2018, 19:14:13', 'full_text': ""RT @OceanTracking: In celebration of #InternationalWomensDay, we're recognizing Benia Nowak, Dal Master's student working under OTN Scienti…""}","{'date': '11/01/2018, 11:41:27', 'full_text': 'One of @DalLibraries fav Dal memories was the opening of the Wallace McCain Learning Commons in 2015. #DalUnited Now, I challenge our followers to tweet their favourite Dal memories using the hashtag #DalUnited! @DalPres will donate $1 to United Way for every tweet.'}","{'date': '11/16/2018, 16:54:30', 'full_text': 'Call for entries for the 65th student, staff, faculty and alumni art exhibition! Drop off your entry to the Dalhousie Art Gallery before Novemeber 25 during regular hours. More info here: https://t.co/beTDzQF8Ga @DalArtGallery @VisualArtsNS @craftnovascotia'}","{'date': '09/15/2019, 19:30:34', 'full_text': '@StFXAthletics @AUS_SUA @DalTigers A chance for @StFXAthletics as #10 William Warren shoots just wide of the net'}"
687,"{'date': '03/08/2018, 18:18:57', 'full_text': 'Srini Sampelli with @dalfcs introduces @Dal_Alumni Erik Demaine (BSc’95) to a full room before the lecture begins. “When I first saw Erik in my classroom, I thought he was shadowing his father Martin. But it was the other way around!” #dal200 https://t.co/4hcoZmJ02o https://t.co/RMUdz1lM6V'}","{'date': '11/01/2018, 11:06:26', 'full_text': 'Do it! https://t.co/RL67XudqTa'}","{'date': '11/16/2018, 13:30:40', 'full_text': 'Help protect loved ones from the nightmare of a fire in the home with tips from affinity program partner @TD_Insurance #ad ► https://t.co/9GNngsZyLr https://t.co/fPEjpS5355'}","{'date': '09/15/2019, 19:23:00', 'full_text': '@StFXAthletics @AUS_SUA @DalTigers Starting the second half between @StFXAthletics and @DalTigers. The X-Men get an early free kick.'}"
688,"{'date': '03/08/2018, 17:06:27', 'full_text': ""RT @Dalnews: We're inviting you to come explore the Faculty of @DalScience! Spend the day on Friday March 16, 2018 discovering where you ca…""}","{'date': '11/01/2018, 11:06:10', 'full_text': 'Thank you for the donation, @tjhfx! https://t.co/q8T1TDjpmH'}","{'date': '11/15/2018, 19:21:40', 'full_text': 'RT @DalArtsCentre: Some little elves (professionally known as our House Manager and Technical Coordinator) have been busy getting the build…'}","{'date': '09/15/2019, 19:09:06', 'full_text': '@StFXAthletics @AUS_SUA @DalTigers Shots on net are 8 for @StFXAthletics and 1 for @DalTigers'}"
