,DalStudentLife,DalMCS,DalhousieChem,DalGradStudies,_dalsha,DalTigers
1831,"{'date': '10/05/2017, 22:17:27', 'full_text': 'Memorization tip: study out loud! Say it in your own words, this applies meaningfulness! Try your best before referring to your notes!'}","{'date': '10/24/2016, 13:42:04', 'full_text': 'Have an idea that you want to bring to life? Find out more about #ShellIdeas360,and how Shell can help you make it happen! https://t.co/pgeWWWDtUu'}",,"{'date': '01/16/2018, 20:21:05', 'full_text': 'Consolidated Credit Counseling Services of Canada Scholarship Program\n\nConsolidated Credit is proud to be... https://t.co/3LlsNCZtXh'}",,"{'date': '09/20/2019, 21:21:04', 'full_text': 'WSOC: @AcadiaAthletics score. 1-0. #GoTigers https://t.co/Nj2jtYkkOV'}"
1832,"{'date': '10/05/2017, 22:15:59', 'full_text': 'Memorization tip: learn general first and specific later. This helps with retrieval! #StudyTip'}","{'date': '10/23/2016, 21:55:14', 'full_text': 'Win lunch with CEO Kevin Ladner of @GrantThornton by helping them pick a charity to donate $10K to! 👉 https://t.co/MbtOqMY53i https://t.co/B3HwzgYdV4'}",,"{'date': '01/16/2018, 18:21:55', 'full_text': 'RT @EricF1sher: Dr. Ubong Peters won Dalhousie’s 3 Minute Thesis competition in 2016 with an awesome talk. He’s a great speaker and researc…'}",,"{'date': '09/20/2019, 20:51:08', 'full_text': 'WSOC: at the half the score remains 0-0 vs @AcadiaAthletics in Wolfville. \nCatch all the second half action on AUStv! #GoTigers'}"
1833,"{'date': '10/05/2017, 22:13:51', 'full_text': 'Memorization tip: assign meaningfulness to things! Elaborate what you are learning and apply it to something important to you to remember!'}","{'date': '10/21/2016, 14:50:12', 'full_text': ""Here's your chance to give back! Help @GrantThornton choose a charity for $10K &amp; have lunch with CEO Kevin Ladner! https://t.co/P8N7W5pxun https://t.co/GukvH9322M""}",,"{'date': '01/16/2018, 18:01:24', 'full_text': 'Thinking about signing up for Dal’s 3 Minute Thesis competition? We asked past finalists why you should take the plunge. #Dal3MT  @DalHealth @Lolologanlawren https://t.co/SiCPIbP2hP'}",,"{'date': '09/20/2019, 20:48:46', 'full_text': 'Happy International Day of University Sport! We have a huge amount of #TigerPride for all our past and present athletes! We love watching you work hard and be successful both on and off the field!\n#GoTiger #GoDal #FearTheRoar @aus_sua @USPORTSca https://t.co/mRq41WwdTE'}"
1834,"{'date': '10/05/2017, 22:11:08', 'full_text': 'Tip to stay focused: if you are a night person study for easier subjects first to gain confidence and tougher subjects later in the day!'}","{'date': '10/20/2016, 23:55:15', 'full_text': 'TODAY: @scotiabank Global Business + Markets is at the Rowe! Register and join us at 3PM Room 3089 https://t.co/95JsBmsepW'}",,"{'date': '01/16/2018, 14:58:25', 'full_text': ""The first 50 students to sign up for Dal’s 3 Minute Thesis get free coaching from professional speech coach Susan Stackhouse, a professor at the Fountain School of Performing Arts. Don't wait to register! https://t.co/1NhZpJwGtt https://t.co/U85LCUYnhX""}",,"{'date': '09/20/2019, 16:36:49', 'full_text': 'Check out the @AUS_SUA cross country season preview below featuring Tigers head coach Rich Lehman and athlete Jessica Needham! #TigerPride #GoTigers https://t.co/kaWUQzskZF'}"
1835,"{'date': '10/05/2017, 22:09:49', 'full_text': 'Tip to stay focused: if you are a morning person study toughest subjects earlier in the day and easier subjects later in the day! #StudyTips'}","{'date': '10/20/2016, 11:15:34', 'full_text': 'TODAY: Have you contacted Jena for the @COSSETTEen open house tonight at 5? Join now! https://t.co/1xzXDEXCQE'}",,"{'date': '01/15/2018, 19:05:05', 'full_text': 'Mitacs Elevate is now accepting applications for two-year postdoctoral funding:\n \n• $60,000 annual award (plus... https://t.co/uXNC9gzSYG'}",,"{'date': '09/20/2019, 16:33:29', 'full_text': 'Barring another hurricane, the Tigers cross country team will start their 2019 season THIS weekend at the @StFXAthletics invitational! Read their season preview below! \n📰 https://t.co/3J4qu9656p \n#GoTigers #ThisTimeForSure #ThanksDorian https://t.co/Is9pAluPXK'}"
1836,"{'date': '10/05/2017, 22:06:27', 'full_text': 'Tip to stay focused: Put your basic needs first before studying. Eat before studying, or else thats all you are going to think about!'}","{'date': '10/20/2016, 01:35:57', 'full_text': 'RT @HfxPartnership: Grant Thornton wins Best Youth Employer Award - Large Business. Congratulations! #HireMeHalifax'}",,"{'date': '01/15/2018, 18:26:14', 'full_text': ""Registration for Dal's 3 Minute Thesis opens today! To celebrate our bicentennial year, we're aiming to double the number of students participating to 200. To inspire you we asked #Dal3MT vets why YOU should sign up at https://t.co/1NhZpJwGtt. @Dalnews @DalPres @DalScience https://t.co/YYvOhWFRdT""}",,"{'date': '09/20/2019, 16:30:54', 'full_text': ""Good luck to the men's and women's soccer teams tonight as they travel to Wolfville to battle @AcadiaAthletics. The women kick off at 5pm and the men at 7:15pm. \n\nCatch all the action on AUStv! \n@AUS_SUA #FearTheRoar #GoTigers""}"
1837,"{'date': '10/05/2017, 22:05:48', 'full_text': 'Tip to stay focused: Use a study schedule! Make a schedule and stick to it! It will help you stay organized and help keep you on task!'}","{'date': '10/19/2016, 23:56:32', 'full_text': ""RT @HfxPartnership: @KellyReganNS urges businesses to take advantage of province's Graduate to Opportunity Program #HireYoungHalifax""}",,"{'date': '01/15/2018, 17:48:03', 'full_text': 'RT @Dalnews: It’s time to sign up for #Dal3MT competition. Contend for $4,000 in cash prizes &amp; share your research with an enthusiastic aud…'}",,"{'date': '09/20/2019, 16:02:27', 'full_text': ""Good luck to the women's hockey team tonight as they travel to @MTA_Athletics for their second pre-season game. #FearTheRoar #GoTigers""}"
1838,"{'date': '10/05/2017, 22:05:04', 'full_text': 'Tip to keep from getting distracted: train yourself to focus! You can train yourself to not look up at minor distractions'}","{'date': '10/19/2016, 23:56:29', 'full_text': 'RT @HfxPartnership: @KellyReganNS challenges businesses to hire co-op students and tell others to too #HireMeHalifax'}",,"{'date': '01/15/2018, 17:41:50', 'full_text': 'Nervous about signing up for Dal’s 3 Minute Thesis competition because your first language isn’t English? @DalhousieESL is offering a free sessions to help you prepare beginning January 23. Register now: https://t.co/EheJQPOwvD @researchmrdo @DalEngineering @DalScience https://t.co/tUUloq7zgR'}",,"{'date': '09/19/2019, 17:00:40', 'full_text': 'Happy birthday Kate! 🧁🎉 https://t.co/cbdUgiK7b0'}"
1839,"{'date': '10/05/2017, 22:02:49', 'full_text': 'Tip to keep from getting distracted: Hide your phone and turn off your wifi! This helps to eliminate social media distractions #StudyTips'}","{'date': '10/19/2016, 23:55:43', 'full_text': 'RT @HfxPartnership: Ocean Sonics wins Best Co-op Employer Award Small Business #HireMeHalifax #HfxGameChanger'}",,"{'date': '01/15/2018, 16:19:09', 'full_text': 'Interested in competing in Dal’s 3 Minute Thesis? Watch past finalist Brittany Greening give her 30-second pitch on why YOU should take the 3MT plunge. Register at https://t.co/1NhZpJwGtt https://t.co/EzJRozt9Yk'}",,"{'date': '09/19/2019, 11:48:05', 'full_text': ""This week's #ThrowbackThursday is highlighting the 2015-16 women's track &amp; field team! Click the link below to read their season recap! \n📰 https://t.co/sZcDmesk5K\n#TBT #TigerPride https://t.co/8wTVhP2rMV""}"
1840,"{'date': '10/05/2017, 22:01:47', 'full_text': 'Tip to keep from getting distracted: if you live with roommates but something on your door to indicate you do not want to be disturbed!'}","{'date': '10/19/2016, 23:55:13', 'full_text': 'RT @HfxPartnership: Ultra Electronics Maritime Systems wins Best Co-op Employer Award - Medium Business #HireMeHalifax #Congrats'}",,"{'date': '01/15/2018, 16:10:35', 'full_text': ""Grad students! It's time to sign up for Dal’s 3 Minute Thesis competition. Contend for $4,000 in prizes and share your research with the world. To inspire you, we asked #Dal3MT veterans why you should take the plunge. Register at https://t.co/1NhZpJwGtt https://t.co/a3hRwKXEPo""}",,"{'date': '09/18/2019, 23:56:44', 'full_text': 'RT @SMUHuskies: EXH women’s hockey midway through third SMU leads 4-1 over Dalhousie'}"
1841,"{'date': '10/05/2017, 22:01:12', 'full_text': 'Tip to keep from getting distracted: find a good place to study for you! Find a place that is at a good noise level for you! #StudyTips'}","{'date': '10/19/2016, 23:55:03', 'full_text': 'Big congrats to Emera - well deserved! 🏆 cc @nspowerinc  https://t.co/Bx5cT1kmrD'}",,"{'date': '01/15/2018, 14:16:04', 'full_text': 'https://t.co/sUBfNOEWRG'}",,"{'date': '09/18/2019, 23:02:22', 'full_text': 'RT @SMUHuskies: EXH women’s hockey end of first SMU 2 DAL 1'}"
1842,"{'date': '10/05/2017, 21:52:49', 'full_text': 'Tip to stay focused: reward yourself! If you are working towards a reward you are more likely to stay on task to get the reward! #StudyTips'}","{'date': '10/19/2016, 21:47:41', 'full_text': 'RT @HfxPartnership: Find out which individuals and businesses are changing the game in #Halifax - 2016 Game Changers Awards Celebration: ht…'}",,"{'date': '01/13/2018, 14:49:06', 'full_text': 'Collide Winter 2018 - Applications now open!\n\nLaunch Dal’s Collide Winter 2018 program is the 4th series of... https://t.co/Z3OwjHcs38'}",,"{'date': '09/18/2019, 22:20:48', 'full_text': '👎 https://t.co/RAAlSQd7qx'}"
1843,"{'date': '10/05/2017, 21:51:49', 'full_text': ""Tip to stay focused: set realistic goals! Be real with yourself, don't set your goal too high or you will get discouraged. #StudyTips""}","{'date': '10/19/2016, 21:47:06', 'full_text': 'RT @HfxPartnership: ""Every time a co-op position is created &amp; a talented grad is hired we tip the scale a little more in the right directio…'}",,"{'date': '01/12/2018, 13:01:05', 'full_text': ""Grand Challenges Canada's Summer Student Program\n\nAre you a student or recent graduate interested in innovation,... https://t.co/BRlzopeWMW""}",,"{'date': '09/18/2019, 22:06:28', 'full_text': '@Arriken_AJN @SMUHuskies Sorry for the delay! Your DalCard get you in free at all Dal home games. Even hockey!'}"
1844,"{'date': '10/05/2017, 21:50:56', 'full_text': ""Tip to stay on task: Study in chunks, don't try and study 10 lectures at one time, take breaks in-between! #StudyTips #DalStudentLife""}","{'date': '10/19/2016, 17:54:08', 'full_text': 'There are so many reasons to be excited about work terms. See what some of our students and employers have had to say. https://t.co/gOBTvhqKsZ'}",,"{'date': '01/10/2018, 21:48:11', 'full_text': 'Designing a shared experience https://t.co/SmaPrLYOYU'}",,"{'date': '09/18/2019, 16:01:46', 'full_text': ""Good luck to the women's hockey team tonight as they host @SMUHuskies in pre-season action. Puck drop is set for 7pm at the Forum! #FearTheRoar #GoTigers""}"
1845,"{'date': '10/05/2017, 21:49:26', 'full_text': 'Tip to help from daydreaming: Positive self talk! Be kind to yourself! Remind yourself of your goals and how you need achieve them!'}","{'date': '10/18/2016, 20:10:29', 'full_text': 'RSVP now to discover what it takes to become the best account coordinator at @COSSETTEen! https://t.co/FgAluQpsjU'}",,"{'date': '01/10/2018, 18:34:10', 'full_text': 'Scholarship- MacKenzie King \n\nApplicants are able to find eligibility information and download applications... https://t.co/u6wAbzEdNc'}",,"{'date': '09/18/2019, 00:29:57', 'full_text': 'Tigers drop an OT exhibition decision in Wolfville. #GoTigers https://t.co/m1ODFMiFwO'}"
1846,"{'date': '10/05/2017, 21:48:18', 'full_text': 'Tip to help from day dreaming: Mental storage box. Write down all your worries and set them aside and focus on your task! #StudyTips'}","{'date': '10/17/2016, 20:50:19', 'full_text': 'Thank you to @DalManagement who provided Cdn workplace experience to BComm student Jina this past summer. #WorkplaceExpProgram'}",,"{'date': '01/10/2018, 14:17:16', 'full_text': 'The Mitacs Step program is offering the following  workshop on campus in January:\n\nNetworking Skills - Halifax,... https://t.co/OFLARg9tev'}",,"{'date': '09/17/2019, 23:52:24', 'full_text': 'Yes! #GoTigers https://t.co/y9z3y3JGEx'}"
1847,"{'date': '10/05/2017, 21:46:29', 'full_text': ""Tip to help from day dreaming: Take charge! Accept your distraction and don't get discouraged! Take charge of the situation and try again!""}","{'date': '10/17/2016, 20:45:27', 'full_text': ""Thank you to @HfxPartnership for having Int'l BComm student Jinnan job shadow with you this past summer. #WorkplaceExpProgram""}",,"{'date': '01/09/2018, 14:38:10', 'full_text': 'BWF award \n\nThis program is open to underrepresented minority postdocs in Canada or the US in biomedical or... https://t.co/5Abh0Xefwm'}",,"{'date': '09/17/2019, 23:40:36', 'full_text': 'RT @AcadiaAthletics: In @AUS_SUA Exhibition M🏒:\n.\n@axemenhockey holding on to a 1-0 lead vs visiting @DalTigers .\n.\nFirst period goal by Er…'}"
1848,"{'date': '10/05/2017, 21:31:53', 'full_text': 'We are learning about memorization and concentration with @DalStudySuccess. Keep your eye out for some tips! #StudyTips #DalStudentLife'}","{'date': '10/17/2016, 20:40:26', 'full_text': ""Int'l BComm student Jinnan was lucky to gain exposure to the Canadian workplace with @nspowerinc (Emera) last summer. #WorkplaceExpProgram""}",,"{'date': '01/07/2018, 14:57:09', 'full_text': 'Scholarships for Canadian academics, students and professionals: Canada-China Scholars’ Exchange Program,... https://t.co/Z103hleBUz'}",,"{'date': '09/17/2019, 22:38:09', 'full_text': 'RT @AcadiaAthletics: In @AUS_SUA exhibition M🏒:\n.\n@axemenhockey take 1-0 lead over visiting @DalTigers in the opening period.\n.\nRookie Eric…'}"
1849,"{'date': '10/05/2017, 18:39:18', 'full_text': ""RT @dalartssociety: We'll be selling tickets in the Sub for the next two weeks from 10-2 every weekday! Make sure you swing by today... htt…""}","{'date': '10/17/2016, 20:35:17', 'full_text': ""Big thanks to our friends at @CWAtlantic for showing Int'l BComm student Andrea the Cdn workplace ropes over the summer #WorkplaceExpProgram""}",,"{'date': '01/06/2018, 17:13:09', 'full_text': 'NSERC � Foreign Study Supplements in Taiwan\nAre you a grad student in natural sciences or engineering? Do you... https://t.co/6WmrUSA6Kt'}",,"{'date': '09/17/2019, 16:01:23', 'full_text': ""Good luck to our men's hockey team tonight as they travel to Wolfville to take on @AcadiaAthletics in pre-season action! #GoTigers #FearTheRoar""}"
1850,"{'date': '10/05/2017, 18:38:53', 'full_text': 'RT @DalTigers: Want to tryout for the Tigers Track &amp; Field team? Come to Wickwire on October 10 from 2-4pm! https://t.co/WQN7GNbxx9 https:/…'}","{'date': '10/17/2016, 20:31:02', 'full_text': 'Thanks to @mcinnescooper who provided Cdn workplace experience to BComm student Ran this summer. #WorkplaceExpProgram'}",,"{'date': '01/06/2018, 14:25:12', 'full_text': '2018 Pursuit Award competition \nRecognizing outstanding achievements in childhood disability research by PhD... https://t.co/6eujT0oEH0'}",,"{'date': '09/17/2019, 14:23:00', 'full_text': 'Check out the goal from Rachelle Lalande of the women’s soccer team in this weeks @AUS_SUA Plays of the Week! #TigerPride https://t.co/3Vx1mEeFBA'}"
1851,"{'date': '10/05/2017, 11:50:09', 'full_text': 'Concentration and Memorization Workshop HAPPENING TODAY between 6:30-7:30pm! Find more information at: https://t.co/hqW3hpVHAd'}","{'date': '10/17/2016, 20:25:17', 'full_text': ""Kudos to @CoxandPalmer for providing Int'l BComm student Sijie w the 411 on Cdn workplace culture this past summer #WorkplaceExpProgram.""}",,"{'date': '01/05/2018, 13:43:09', 'full_text': 'GRADUATE RESEARCH AWARDS for Disarmament, Arms Control and Non-Proliferation 2017-2018\n\n$5,000\n\nNOW ACCEPTING... https://t.co/toO50ZnAPO'}",,"{'date': '09/16/2019, 14:47:02', 'full_text': ""Soccer players Rachelle Lalande and Freddy Bekkers are this week's @MuscleMLKCAN Athletes of the Week! Congratulations to Rachelle and Freddy! \n\nTo read about their success this weekend, click the link below!\n📰 https://t.co/0ClXcsPmbj \n\n#TigersPride #StrongerEveryday https://t.co/8499i7WDDa""}"
1852,"{'date': '10/04/2017, 16:03:07', 'full_text': 'New eats in the SUB-Mezza and (all new) Bento. Check them out, your tummy will thank you!… https://t.co/3ovzQwS7uf'}","{'date': '10/17/2016, 20:20:31', 'full_text': 'BComm student Mihai now has a greater understanding of Cdn workplace culture thanks to @AonCanada. #WorkplaceExpProgram'}",,"{'date': '01/04/2018, 12:45:10', 'full_text': 'Dalhousie Study/Work International Fund (SWIF)\n\nThrough funding from the Provost &amp; Vice-President Academic, the... https://t.co/D8JL2mew99'}",,"{'date': '09/15/2019, 20:15:18', 'full_text': 'Today’s @SubwayAtlantic player of the game is @StFXAthletics’s Nick Aquino. #SubwayFuel @AUS_SUA https://t.co/8jzN7wIyHB'}"
1853,"{'date': '10/04/2017, 12:40:13', 'full_text': ""Feeling the stress of school? Drop by the DSU Wellness Room today from 11-1 to talk to Dal's social worker! Info at https://t.co/UyAoTtvhjW https://t.co/pLYwugtC2D""}","{'date': '10/17/2016, 20:15:36', 'full_text': ""Int'l BComm student Elaine is now better prepared for a local job search, thanks to @scotiabank's participation in our #WorkplaceExpProgram""}",,"{'date': '01/03/2018, 17:23:12', 'full_text': 'Scholarship- Globalink Research Award (GRA) \n\nMitacs will be accepting GRA applications on an ongoing basis,... https://t.co/FLRUGgye8b'}",,"{'date': '09/15/2019, 20:13:37', 'full_text': 'MSOC: Final score from Wickwire Field\nTigers 0\n@StFXAthletics 1 \n#FearTheRoar #GoTigers \n@AUS_SUA'}"
1854,"{'date': '10/04/2017, 12:00:52', 'full_text': ""Free &amp; confidential STI screening tests today in the LSC! It's quick, and you do the test yourself. More details: https://t.co/Ct0XH01By1 https://t.co/8fdpQPQSrt""}","{'date': '10/17/2016, 20:10:29', 'full_text': 'Kudos to @kisserupInt for having BComm student Madoka experience Cdn workplace culture at your office this summer #WorkplaceExpProgram.'}",,"{'date': '01/02/2018, 19:36:42', 'full_text': ""The Annual Crossroads Interdisciplinary Health Research Conference is returning in 2018! This year's edition of... https://t.co/Y1Mf46Nejz""}",,"{'date': '09/15/2019, 19:25:07', 'full_text': 'MSOC: the @tonysdonair pizza has been won which means is now time for the second half! Let’s go Tigers!! \n#FearTheRoar #GoTigers'}"
1855,"{'date': '10/04/2017, 11:55:08', 'full_text': 'Multiple Choice for Exams Workshop HAPPENING TODAY between 6-7pm! Find more information at: https://t.co/BYCLmqOefE'}","{'date': '10/17/2016, 20:05:29', 'full_text': 'Thanks to @Eastlink who provided Cdn workplace experience to BComm student Jenny this summer. #WorkplaceExpProgram'}",,"{'date': '12/31/2017, 12:34:12', 'full_text': 'January 1, 2018 1:00 pm- 3:00 pm\nPlease join the Tigers in kicking off Dalhousie’s 200th anniversary with our... https://t.co/wOlNZd2PaD'}",,"{'date': '09/15/2019, 19:10:04', 'full_text': 'MSOC: Halftime at Wickwire Field. \nTigers 0\n@StFXAthletics 1 \n@AUS_SUA #FearTheRoar #GoTiger https://t.co/nq60oKay5S'}"
1856,"{'date': '10/03/2017, 20:27:46', 'full_text': 'Although the ""Working in Groups"" workshop by @DalStudySuccess is over, they have more great workshops coming up! Check them out on dal.ca'}","{'date': '10/17/2016, 20:02:07', 'full_text': 'Much appreciation to @CEED_NS who shared first-hand Cdn workplace exposure to BComm student Arthur this summer. #WorkplaceExpProgram'}",,"{'date': '12/27/2017, 14:28:10', 'full_text': 'Reminder: Senior Women Academic Administrators of Canada (SWAAC) are offering a Graduate Student Award of Merit,... https://t.co/a8YkTJn5hk'}",,"{'date': '09/15/2019, 19:02:39', 'full_text': 'MSOC: HUGE save by Ben Grondin off a @StFXAthletics free kick to keep it 1-0 for X. Only seconds left in the first half. #FearTheRoar #GoTigers'}"
1857,"{'date': '10/03/2017, 20:19:22', 'full_text': 'Tip #7: Decrease language barriers! Be aware of slang and non-verbal cues when working with people from other cultures'}","{'date': '10/17/2016, 19:55:21', 'full_text': 'Big thanks to the folks at @KBRSAtlantic who had BComm student Si job-shadow w them this past summer. #WorkplaceExpProgram'}",,"{'date': '12/20/2017, 17:13:09', 'full_text': 'NSERC � Foreign Study Supplements in Taiwan\nAre you a grad student in natural sciences or engineering? Do you... https://t.co/Scn4GHeeBK'}",,"{'date': '09/15/2019, 18:34:53', 'full_text': 'MSOC: @StFXAthletics go up 1-0 on a PK. @AUS_SUA https://t.co/0JTmvd7tT3'}"
1858,"{'date': '10/03/2017, 20:15:14', 'full_text': 'Tip #6: Establish clear objectives! Spend time analyzing the task, make sure everyone understands what is required, and set a common goal'}","{'date': '10/17/2016, 19:45:35', 'full_text': 'Thru the support of @nspowerinc (Emera) BComm student Zoey worked with @Northwood_NS during her past summer work term. #C3MentoringProgram'}",,"{'date': '12/19/2017, 17:23:09', 'full_text': 'A lifelong passion https://t.co/3pzgL7Jz0s'}",,"{'date': '09/15/2019, 18:30:57', 'full_text': 'MSOC: an early injury forces Quinn Park out of the game. Adam Murphy replaces him. Still 0-0 vs @StFXAthletics. @AUS_SUA #FearTheRoar #GoTigers'}"
1859,"{'date': '10/03/2017, 20:10:45', 'full_text': ""Tip #5: arrange meeting dates, times, and venues! Decide early on when, how often, and where you'll meet to work as a group""}","{'date': '10/17/2016, 19:40:33', 'full_text': 'Thanks to support from @WilsonsHH ,  BMgmt student Celeste worked with @adsumforwomen   over the summer.  #C3MentoringProgram'}",,"{'date': '12/18/2017, 14:38:11', 'full_text': 'BWF award \n\nThis program is open to underrepresented minority postdocs in Canada or the US in biomedical or... https://t.co/EUQ7JUEwna'}",,"{'date': '09/15/2019, 18:01:25', 'full_text': 'MSOC: this is your 15 min warning for the men’s soccer kick off! The sun is out and we are in for a great game of soccer! Come on down to Wickwire Field! @StFXAthletics @AUS_SUA #FearTheRoar #GoTigers'}"
1860,"{'date': '10/03/2017, 20:04:48', 'full_text': 'Tip #4: Communicate, communicate, communicate! Working in a group involves communication, so be open to discussion with other group members'}","{'date': '10/17/2016, 19:40:13', 'full_text': ""Because of @WilsonsHH's generosity, 4 mentorships have been supported over the past 4 years 👏👏👏 #C3MentoringProgram""}",,"{'date': '12/15/2017, 17:58:09', 'full_text': 'How to Start Your Thesis https://t.co/7JPlMRZGFf'}",,"{'date': '09/15/2019, 17:54:50', 'full_text': 'Congrats to the @SubwayAtlantic player of the game, @StFXAthletics’s Amanda Smith. #SubwayFuel @AUS_SUA https://t.co/LbZCIAxAAK'}"
1861,"{'date': '10/03/2017, 19:57:20', 'full_text': 'Tip #3: identify a time frame and create a timeline! Working out what needs to be done by when and who will do them will make things easier'}","{'date': '10/17/2016, 19:35:22', 'full_text': ""Because of @nspowerinc (Emera's) generous support, BComm student Georgie worked for @MEnergyAssoc this past summer. #C3MentoringProgram""}",,"{'date': '12/04/2017, 14:35:03', 'full_text': 'SSHRC  Storytellers contest\n\nSSHRC is once again challenging postsecondary students to show Canadians how social... https://t.co/2pLCFbu11z'}",,"{'date': '09/15/2019, 17:51:00', 'full_text': 'WSOC: final score\nTigers 1 -2 @StFXAthletics \n@AUS_SUA'}"
1862,"{'date': '10/03/2017, 19:54:27', 'full_text': ""Tip #2: Know how to contact each other! Without everyone's contact information it'll be almost impossible to arrange group meetings!""}","{'date': '10/17/2016, 19:35:10', 'full_text': 'Thanks to @nspowerinc and Emera, 18 mentorships have been sponsored over the past 6 years! 👏👏👏 #C3MentoringProgram'}",,"{'date': '12/03/2017, 14:37:07', 'full_text': 'Deadline this Thursday: Senior Women Academic Administrators of Canada (SWAAC) are offering a Graduate Student... https://t.co/QdnICWvJaa'}",,"{'date': '09/15/2019, 17:44:51', 'full_text': 'WSOC: @StFXAthletics take the lead back from the boot of Smith. Less then 4 min left. @AUS_SUA #FearTheRoar #goTigers'}"
1863,"{'date': '10/03/2017, 19:39:30', 'full_text': 'Tip #1: Try to pick a diverse group! Diversity helps to make a team strong, flexible, and can give a group a variety of perspectives/ideas'}","{'date': '10/17/2016, 19:35:10', 'full_text': '.@RBC_Canada has supported 4 mentorships over the past 4 years! #C3MentoringProgram 👏👏👏'}",,"{'date': '12/01/2017, 20:41:04', 'full_text': 'GRADUATE RESEARCH AWARDS for Disarmament, Arms Control and Non-Proliferation 2017-2018\n\n$5,000\n\nNOW ACCEPTING... https://t.co/UA99EGumI4'}",,"{'date': '09/15/2019, 17:39:31', 'full_text': 'WSOC: @StFXAthletics’s Hedges is shown a yellow card for a late tackle. Just under 10 min left tied 1-1. @AUS_SUA'}"
1864,"{'date': '10/03/2017, 19:25:12', 'full_text': '@DalStudySuccess workshop ""Working in a Group"" is starting soon in the Mona Campbell! If you can\'t make it stay tuned for live tweets'}","{'date': '10/17/2016, 19:31:09', 'full_text': 'With thanks 2 @RBC_Canada, BMgmt student Emma was able to spend her summer supporting the initiatives of @MentalHealthNS #C3MentoringProgram'}",,"{'date': '12/01/2017, 12:12:10', 'full_text': 'Solidarity, not silence: 16 days campaign targets gender‑based violence https://t.co/CsaVTgvcXU'}",,"{'date': '09/15/2019, 17:31:07', 'full_text': 'The goal! #FearTheRoar #GoTigers https://t.co/bby04qeIJQ'}"
1865,"{'date': '10/03/2017, 16:19:50', 'full_text': 'RT @DalLibraries: Another laptop theft in the Killam! Third floor, Monday afternoon, in the stacks. #DontBeNext @DalSecurity Take your valu…'}","{'date': '10/17/2016, 19:25:19', 'full_text': 'Thanks to sponsor @nspowerinc (Emera), BMgmt student Adrienne spent the summer working with 🏠 @HabitatNS #C3MentoringProgram'}",,"{'date': '11/30/2017, 14:38:04', 'full_text': 'BWF award \n\nThis program is open to underrepresented minority postdocs in Canada or the US in biomedical or... https://t.co/bCROFnLadr'}",,"{'date': '09/15/2019, 17:28:29', 'full_text': 'WSOC: GOOOOOAAAAAAAAALLLLLL! \nRachelle Lalande heads home the ball to make it 1-1!! @StFXAthletics @AUS_SUA #FearTheRoar #GoTigers'}"
1866,"{'date': '10/03/2017, 16:18:40', 'full_text': 'RT @DalStudentUnion: Remember that it is never too late to come and get your health card!'}","{'date': '10/17/2016, 19:20:32', 'full_text': 'Our #C3MentoringProgram provides student employment opps with local NFPs, thanks to corporate sponsorship. https://t.co/TZq04iOADx #CSR'}",,"{'date': '11/29/2017, 14:35:03', 'full_text': 'SSHRC  Storytellers contest\n\nSSHRC is once again challenging postsecondary students to show Canadians how social... https://t.co/ef41Oyp4Ia'}",,"{'date': '09/15/2019, 17:20:44', 'full_text': 'WSOC: Aly Bodner enters the game for Morgan Leon. Still 1-0 for @StFXAthletics. Just over 27 minutes left. \n#FearTheRoar #GoTigers'}"
1867,"{'date': '10/03/2017, 16:18:07', 'full_text': 'RT @Dalnews: October is #MikmaqHistoryMonth and many events to celebrate will taking place on our #Halifax and #Truro campuses. https://t.c…'}","{'date': '10/17/2016, 19:10:37', 'full_text': ""Thru un-paid, short-term job-shadowing, int'l students build confidence &amp; network to seek eventual local employment. #WorkplaceExpProgram""}",,"{'date': '11/28/2017, 19:22:46', 'full_text': 'Linda Marie Gillingwater Rainsberry Graduate Scholarship\n\nThe Linda Marie Gillingwater Rainsberry Graduate... https://t.co/DugvIGe8G8'}",,"{'date': '09/15/2019, 17:11:41', 'full_text': 'Thanks for watching! https://t.co/eLGTsylC9q'}"
1868,"{'date': '10/03/2017, 14:05:20', 'full_text': 'Want to try a Spin class this term at the @dalplex? Check out the fitness schedule at https://t.co/AQAuEMEeVA for dates and times! https://t.co/OvSWp7pMb2'}","{'date': '10/17/2016, 19:05:36', 'full_text': ""Our award-winning 🏆 #WorkplaceExpProgram matches Int'l students w local employers for Cdn workplace exposure. https://t.co/COlHuHzvVX""}",,"{'date': '11/28/2017, 14:14:09', 'full_text': '2018 Pursuit Award competition \nRecognizing outstanding achievements in childhood disability research by PhD... https://t.co/DTZZJl9jgx'}",,"{'date': '09/15/2019, 17:04:12', 'full_text': 'WSOC: \nHalftime = done! \nSecond half starts now! #goTigers #FearTheRoar \n@StFXAthletics @AUS_SUA'}"
