,DalhousieU,DalStudentUnion,DalSecurity,DalResidence
2930,"{'date': '05/28/2018, 16:38:35', 'full_text': 'So proud of Dipo Ziwa for graduating from the @SchulichLaw ! When he was walking the #DalGrad stage one of his supporters started singing Bruno Mars!! Here is he with the @DalPres ! Congratulations Dipo! #DalProud https://t.co/9JnYLZTyO3'}","{'date': '03/05/2015, 14:16:23', 'full_text': 'RT @SJA_NS: Stop by @DalStudentUnion building today 12-4 to meet some of our wonderful therapy dogs! @DalMCRT #MentalHealth http://t.co/DQ2…'}","{'date': '07/30/2012, 09:51:50', 'full_text': 'Be careful what you Tweet!! Kent State University student arrested after he tweets he plans to “shoot up” the campus http://t.co/V1Wgire0""'}","{'date': '12/08/2015, 15:30:14', 'full_text': 'Before leaving for the break, please close &amp; lock windows, leave heat on, remove perishable food, turn off lights &amp; lock door. Thanks!'}"
2931,"{'date': '05/28/2018, 16:15:22', 'full_text': 'From Halifax Nova Scotia Gabrielle Lemoine crosses the #DalGrad stage and takes a picture with her degree and the @DalPres ! Congratulations Gabrielle!!! https://t.co/f5WD7bUZGT'}","{'date': '03/04/2015, 20:06:16', 'full_text': 'ALL AGES TRIVIA is back for Round 3 tomorrow night at the @Grawood! 7pm start time w/ Wing Night 5-9pm! https://t.co/xeRkA1eYVm #TriviaNight'}","{'date': '07/28/2012, 22:28:34', 'full_text': 'RT @Dalnews: Happy Pride, Halifax! Dalhousie crew looks amazing out there!'}","{'date': '12/08/2015, 14:07:08', 'full_text': 'Happy last day of classes! Congrats on being (almost) done the semester, and best of luck on your exams!'}"
2932,"{'date': '05/28/2018, 16:03:39', 'full_text': 'Jeffrey Columbus crosses the stage with the cutest little supporter! #DalProud #DalGrad @DalPres @SchulichLaw https://t.co/3FifVjyxZw'}","{'date': '03/04/2015, 19:59:10', 'full_text': ""We're halfway through mental health week with lots of great events still to come! Check out the calendar for details! http://t.co/IzYE1gUZrZ""}","{'date': '07/28/2012, 22:24:28', 'full_text': 'RT @MissAnnieMacE: Loved being part of pride today with #Dal #halifax http://t.co/RfKmiouz'}","{'date': '12/07/2015, 16:54:54', 'full_text': 'RT @DalStudentLife: Today is the last day to #becounted! Sign on and fill out the form today. https://t.co/OpFroejwub https://t.co/fkvovstx…'}"
2933,"{'date': '05/28/2018, 15:48:08', 'full_text': 'We are here at @DalArtsCentre to see the #DalGrad ceremonies for Schulich School of Law! Congratulations Graduates! @SchulichLaw #DalProud'}","{'date': '03/04/2015, 14:20:36', 'full_text': 'Planning to run in the 2015 DSU Elections? Get your nomination in before 8pm on Friday! More info: http://t.co/jeeboSVxaJ @Dalnews @DalPres'}","{'date': '07/28/2012, 22:24:24', 'full_text': 'RT @howdyglover: Part of the Dalhousie float at the Halifax Pride Parade today. First time at a pride. What an experience. #HalifaxPride ...'}","{'date': '12/07/2015, 16:16:18', 'full_text': ""RT @LiveWellatDal: Tomorrow's Hug Day! We've got Tiger hugs, chocolate hugs, hot drinks, &amp; stress kits! In front of the Killam 11am-2pm htt…""}"
2934,"{'date': '05/28/2018, 14:51:10', 'full_text': '#DidYouKnow that the Dalhousie Gazette\'s motto was originally ""Forsan et haec olim meminisse juvabit"" (Perhaps the time may come when these difficulties will be sweet to remember). #DalArchives #Dal200 @DalLibraries https://t.co/5AAk7MfAI6'}","{'date': '03/03/2015, 20:18:12', 'full_text': 'First Nations, Inuit or Metis students: The deadline for the Indspire scholarships has been extended to March 9! https://t.co/FCAKCpHYQL'}","{'date': '07/28/2012, 21:00:51', 'full_text': '@DalWomensCentre thx for the tasty treats. Happy Pride!'}","{'date': '12/07/2015, 14:00:32', 'full_text': 'Student job opp! https://t.co/MjkzMII6Vy'}"
2935,"{'date': '05/28/2018, 14:46:03', 'full_text': ""✅ There's still time to vote for @DalScience student Laura Hill's research on illness-induced anorexia at the #3MT National Finals: https://t.co/KW2oSDEuO1 @CAGS_OTTAWA https://t.co/lh0FKqM5Aq""}","{'date': '03/03/2015, 20:14:33', 'full_text': 'RT @RebeccaaHaworth: Interested in being on the Dal Student Union executive? Check out http://t.co/1S2JrfbOZe for more information! @DalStu…'}","{'date': '07/28/2012, 19:30:04', 'full_text': '@StephaniePelley Great point! Now following you.'}","{'date': '12/04/2015, 20:08:16', 'full_text': ""We can't wait! https://t.co/KFEGMH5jjf""}"
2936,"{'date': '05/28/2018, 13:37:25', 'full_text': 'RT @DalChancellor: Happy to be in #Halifax for this week’s #DalGrad ceremonies. Before things get going with @DalMedSchool’s ceremony, I wa…'}","{'date': '03/03/2015, 15:08:23', 'full_text': 'RT @Dalnews: Nominations for 2015 @DalStudentUnion election are now open (until Mar. 6, 8pm). Learn more: http://t.co/PjzfRYVXNA'}","{'date': '07/28/2012, 19:24:21', 'full_text': 'Cmon Hfx. We were in the parade with our Twitter address posted and not one new follower!?!? Hook us up!! Happy Pride!'}","{'date': '12/04/2015, 18:37:44', 'full_text': ""RT @DalConferences: Hey, #DalhousieU students: We're hiring a part time Research Assistant! Job ID: 51014 on myCareer. @DALCLDC https://t.c…""}"
2937,"{'date': '05/28/2018, 13:27:16', 'full_text': 'Former @DalMedSchool Dean, Dr. Thomas J. Marrie receives a standing ovation in the @DalArtsCentre as he is presented with his honorary doctorate. @DalMedDean @DalPres @DalChancellor #DalGrad #Dal200 #HonDoc https://t.co/O4TNBmSvgU'}","{'date': '03/03/2015, 15:02:52', 'full_text': ""RT @MHatDAL: Check out @LiveWellatDal's booth in the SUB lobby today!  They are handing out treats and info on mental health. #mentalhealth…""}","{'date': '07/27/2012, 16:56:04', 'full_text': '""@HfxRegPolice: HRP showing their ""Pride"" this weekend! http://t.co/myEQRmcz HS"". We\'ll be there too!!'}","{'date': '12/04/2015, 18:35:41', 'full_text': 'RT @ssdalac: Stress Management Day - Monday, Dec. 7 10-2pm in Cox Foyer https://t.co/oHOMTidzmO'}"
2938,"{'date': '05/28/2018, 13:16:40', 'full_text': '.@DalMedDean presents the C.B. Stewart Gold Medal in Medicine to Dr. Matthew Robert Foss. Congratulations Matthew! @DalMedSchool #DalGrad #Dal200 @DalChancellor #DalProud https://t.co/rgF5mYwxxf'}","{'date': '03/03/2015, 14:21:52', 'full_text': 'Forum on Racism &amp; Sexism this Thursday! Join us to follow up on conversations that emerged at the Forum on Misogyny https://t.co/UGtho2BNga'}","{'date': '07/25/2012, 19:20:46', 'full_text': ""Huge thank you to the students and security officers who participated in the photo shoot today.  Lookin' good!!""}","{'date': '12/04/2015, 15:35:06', 'full_text': 'Please take note.  https://t.co/MhNxnyhTCN'}"
2939,"{'date': '05/28/2018, 13:06:27', 'full_text': 'As well as receiving her degree from @DalPres, #DalGrad Akila Whiley receives a congratulatory hug from @DalHealth’s Dr. Barb Hamilton-Hinch. Well done Akila!  @DalMedSchool #DalProud https://t.co/UEGGZtQVAb'}","{'date': '03/02/2015, 22:41:52', 'full_text': 'RT @MHatDAL: Be sure to check out the schedule of events for the week!! Dont Miss out on some awesome stuff! #mentalhealthatdal http://t.co…'}","{'date': '07/25/2012, 15:41:44', 'full_text': 'All clear to return to Dentistry.'}","{'date': '12/04/2015, 13:24:49', 'full_text': ""RT @DalBookstore: By popular demand we've extended Yard Sale to Friday, Dec. 4! 1 more day to get in on the huge savings! #dalyardsale http…""}"
2940,"{'date': '05/28/2018, 12:50:05', 'full_text': '.@DalMedSchool #DalGrad Amy MacDonald crossed the stage to receive her degree with a proud little admirer sporting the cutest kilt we’ve ever seen. @DalPres @DalChancellor  #DalProud https://t.co/oxnkqIzY1G'}","{'date': '03/02/2015, 22:02:20', 'full_text': '#DSUvotes Candidate Information Session happening right now in SUB rm. 302! #donuts #DalSL #DalhousieU @Dalnews http://t.co/IjsYim3khT'}","{'date': '07/25/2012, 15:37:16', 'full_text': 'Fire alarm in Dentistry. Will notify when safe to return. http://t.co/RDUuqEyT'}","{'date': '12/04/2015, 13:23:42', 'full_text': 'RT @LaneMelani: Students joined the band at last nights Christmas dinner to serenade the group. https://t.co/PSgw2oczjf'}"
2941,"{'date': '05/28/2018, 12:40:16', 'full_text': 'Bedford, Nova Scotia’s Colin Boyd crosses the #DalGrad stage to receive his degree from @DalPres and @DalChancellor holding a proud little admirer the whole way. #DalProud https://t.co/Qh2VA5MQym'}","{'date': '03/02/2015, 19:01:06', 'full_text': 'Pick up your Nomination Form now to run in the DSU Elections!! Avail. now @ SUB Info Desk. #DSUvotes #DalSL #halifax http://t.co/auOY3Dfb0P'}","{'date': '07/24/2012, 19:54:43', 'full_text': 'Any students interested in participating a security awareness photoshoot tomorrow pls msg back!!'}","{'date': '12/03/2015, 20:04:05', 'full_text': 'Chapman residents playing RA-organized ""Minute to Win It"" yesterday. Play in Fraser on Fri. &amp; Trueman on Tues. https://t.co/xf6x9lBhuJ'}"
2942,"{'date': '05/28/2018, 12:21:21', 'full_text': 'We’re at the @DalArtsCentre for this morning’s first spring #DalGrad ceremony on our #Halifax campus. We start with @DalMedSchool and #HonDoc Thomas J. Marrie. Follow us for sights from the day or watch the live stream at https://t.co/AnRRCd3uru.  #DalProud https://t.co/LhSdEGiuOQ'}","{'date': '03/02/2015, 18:55:45', 'full_text': ""RT @DalGazette: We're getting excited for @DalStudentUnion elections! If you'd like to help out with our elections coverage, email editor@d…""}","{'date': '07/23/2012, 13:20:20', 'full_text': ""Happy Pride Week! Don't forget the parade this Saturday.. We'll be there, will you??""}","{'date': '12/03/2015, 19:39:36', 'full_text': 'RT @DalFoodServices: ::EpiPen Notice:: #DalhousieU, please read below regarding EpiPen availability on campus via @DalSecurity 494-4109 htt…'}"
2943,"{'date': '05/28/2018, 12:01:21', 'full_text': '@life_with_liz @DalGradStudies @researchmrdo @DalMedSchool @microbialkrysta Looking great, folks! 🎓'}","{'date': '03/02/2015, 15:31:14', 'full_text': 'RT @dalout: Just one week remains to be considered for the DalOUT scholarship! Four awards at $500 are available. Get your... http://t.co/r…'}","{'date': '07/22/2012, 16:50:45', 'full_text': 'RT @StayAtDal: Our campus sees many visitors in the summer - many of whom are future students! You and your family can stay at Dal while ...'}","{'date': '12/03/2015, 19:29:56', 'full_text': 'RT @DalRespect: We have a Public Lecture, Community Mural and Gala Open happening tonight with #16days of Activism! check it out --&gt; https:…'}"
2944,"{'date': '05/28/2018, 00:22:31', 'full_text': ""More grad portrait inspiration from the 1920's: Samuel Bernard Profitt (BA 1925) and Catherine Eunice Read (BA 1924)  #DalGrad #Dal200 #DalArchives @DalLibraries https://t.co/miMSgbgcCp""}","{'date': '03/02/2015, 14:17:37', 'full_text': 'The 2015 DSU elections have arrived! Get your nomination form in this week! Candidate info session tonight @6pm in room 307 of the SUB! #DSU'}","{'date': '07/20/2012, 21:02:09', 'full_text': 'RT @StayAtDal: Just met two great incoming students! They wanted to take a peak at a residence room in Risley Hall, and I was happy to o ...'}","{'date': '12/03/2015, 18:38:50', 'full_text': 'RT @Dalnews: We are $217 away from reaching our #DalSRF goal. Go to https://t.co/Kt9YoY1ANl to make your donation now! #ProjectDal'}"
2945,"{'date': '05/27/2018, 20:11:10', 'full_text': '""The opening of the new @dalplex Fitness Centre during #Dal200 signals a new era for athletics &amp; recreation,"" says @DalPres ""This was designed by our students, for our students."" @DalTigers #DalProud https://t.co/Xmy1X60HSn'}","{'date': '03/02/2015, 13:45:26', 'full_text': 'RT @themayline: @DalGazette @Dalnews @DalPres @dalsextant @DalStudentUnion #studentgov #architectureandplaning http://t.co/WB9Uy9O9Og'}","{'date': '07/20/2012, 17:46:58', 'full_text': 'Had a great time meeting the new students coming in September. Thanks FYA for a great event!!'}","{'date': '12/03/2015, 18:00:25', 'full_text': ""Don't forget to check your mail (or see your RA on the Agriculture Campus) for some hot chocolate! https://t.co/71N8WeKzmJ""}"
2946,"{'date': '05/27/2018, 19:49:02', 'full_text': 'The new @dalplex Fitness Centre is a $23.3M facility and the first new athletic facility on campus in 40 years.  An additional $2.6M will allow Dal to replace the Dalplex fieldhouse floor and re-sod the Sexton Campus field.  @DalTigers #DalProud @DalEngineering #Dal200 https://t.co/o8GD49G8eT'}","{'date': '03/01/2015, 19:39:33', 'full_text': 'RT @DalGazette: More dates and info on @DalStudentUnion elections: https://t.co/hyuvFrSyq8\nList of the positions up for election: http://t.…'}","{'date': '07/20/2012, 14:28:04', 'full_text': '@gavin_h_c Please call 6400 next time and we will send an Officer over to speak with the smokers.'}","{'date': '12/03/2015, 16:12:07', 'full_text': 'Info session TONIGHT at 8pm in the Gerard Main Lounge for students interested in becoming an RA next year! More info sessions in January.'}"
2947,"{'date': '05/27/2018, 19:10:03', 'full_text': 'The new @Dalplex Fitness Centre is targeting #LEED Gold certification including amenities like a large rain garden, heavily insulated roof, low flow-water fixtures, LED lighting &amp; will use 32% less energy than similarly sized fitness facilities. @DalTigers #DalProud #Dal200 https://t.co/HIfiM2BQnn'}","{'date': '03/01/2015, 19:19:03', 'full_text': 'DSU Elections are here! Make sure to get you nomination form in this week if you plan to run!… https://t.co/BM68voSps8'}","{'date': '07/20/2012, 14:01:05', 'full_text': '@gavin_h_c We will respond when we receive a smoking complaint but the enforcement is policy awareness not sanction based.'}","{'date': '12/03/2015, 14:37:25', 'full_text': ""RT @yourDalCard: Exercise is one of the best ways to keep your brain sharp &amp; stress at bay. Check out @Dalplex's modified exam hours: https…""}"
2948,"{'date': '05/27/2018, 18:16:03', 'full_text': 'Other new features of the new @dalplex Fitness Centre include:  guest services centre, high-performance training area, a new meeting room and a large public lobby.  @DalTigers #DalProud #Dal200 https://t.co/BURwC9vOJo'}","{'date': '03/01/2015, 17:14:28', 'full_text': '**Elections update** Candidate Information Session - Monday, March 2nd @ 6pm in room 307 in the SUB. #DSUvotes #DalSL #DalhousieU #Halifax'}","{'date': '07/19/2012, 17:34:32', 'full_text': ""RT @HfxRegPolice: We've named our 'Be more than a bystander' video contest winner. Congrats to Stephanie Young! See her video at http:// ...""}","{'date': '12/03/2015, 14:02:07', 'full_text': 'Today is your last chance to get to Yard Sale at the @DalBookstore! https://t.co/sum20RX1Vl'}"
2949,"{'date': '05/27/2018, 17:35:04', 'full_text': 'Our new @dalplex Fitness Centre’s climate-controlled Fitness Hall features 74 pieces of new cardio equipment and new strength-training equipment as well as three new locker rooms. @DalTigers #DalProud #Dal200 https://t.co/yChWLY1nD4'}","{'date': '02/28/2015, 00:10:41', 'full_text': 'Council meeting is still happening tonight in the Council Chambers in the SUB. #dalhousie'}","{'date': '07/19/2012, 11:16:51', 'full_text': ""@juliannesuleski Yes Ma'am! I'll stop by the office to drop it off and maybe get a refill?! Lol""}","{'date': '12/02/2015, 20:49:17', 'full_text': ""RT @DalPres: RT to be entered to win lunch w. @romeodallaire &amp; me Dec 9. We'll be talking #DalSRF &amp; more https://t.co/jfNecp9UuT https://t.…""}"
2950,"{'date': '05/27/2018, 14:38:00', 'full_text': 'This past week\'s Dalhousie Original, Dr. Thomas ""Jock"" Murray, has made a major impact on #DalhousieU\'s medical education. #Dal200 @DalMedSchool https://t.co/ehzZagEvEo'}","{'date': '02/28/2015, 00:09:40', 'full_text': 'DSU councillors voted unanimously  to release this statement about their in camera session. http://t.co/zP9x2OigIx'}","{'date': '07/18/2012, 23:46:47', 'full_text': '@CoryMonteith Have you considered checking out our beautiful campus in the South end? @coburgcoffee is a great stop for some java as well!'}","{'date': '12/02/2015, 18:18:53', 'full_text': ""RT @Dalnews: Stressed about upcoming finals? 'Focus on Finals' workshop happens today at 4 p.m. https://t.co/bsu1dTN9Rg https://t.co/TccAvu…""}"
2951,"{'date': '05/27/2018, 13:16:03', 'full_text': 'Tomorrow is the start of spring #DalGrad ceremonies and folks in the #DalhousieU community are so #DalProud of the graduates being honoured. You can watch all of our convocation ceremony live stream at: https://t.co/GPaaQI8SB1. https://t.co/zsdNJTv3Bz'}","{'date': '02/27/2015, 21:23:32', 'full_text': 'Open Mic tonight at the @Grawood! Show starts at 7pm! ALL AGES until 9pm #DalSL #DalhousieU #Halifax @DalStudentLife @Dalnews'}","{'date': '07/18/2012, 12:32:10', 'full_text': 'Julianne from Live Well @ Dal dropped these yummy cupcakes off for her favorite Security Officer. :) http://t.co/wfwEiUlW'}","{'date': '12/02/2015, 17:01:43', 'full_text': ""RT @DalStudySuccess: Don't forget! There's a #memorization &amp; #concentration workshop today @6pm in McCain 1170. #studysmarter https://t.co/…""}"
2952,"{'date': '05/26/2018, 22:45:03', 'full_text': ""Blending #DalhousieU's past, present and future into one beautiful book 📖 – our gift to all 2018 graduates: https://t.co/lY8s6FI2Ts #Dal200 https://t.co/gW7iEtbmjl""}","{'date': '02/27/2015, 20:27:55', 'full_text': 'REMINDER that DSU Elections nominations open Monday, March 2nd and close March 6th!! Info about available positions: http://t.co/paX9ysNuvE!'}","{'date': '07/13/2012, 18:07:24', 'full_text': 'No require to evacuate LSC. All clear.'}","{'date': '12/02/2015, 17:01:39', 'full_text': 'RT @DalRespect: Join the Student Advocacy Society at 3m today: A Student’s Guide to Dal’s Sexual Harassment Policy. SUB lobby. #16days'}"
2953,"{'date': '05/26/2018, 21:37:01', 'full_text': 'Next week, when Rachel Carr walks across the stage to receive her Bachelor of Management degree with a minor in Community Design, she’ll do so with the confidence that she got everything she could out of her time on campus: https://t.co/eECtuOIphy #DalGrad https://t.co/3CgOw0j9sj'}","{'date': '02/27/2015, 13:30:53', 'full_text': 'The deadline to submit nominations for the IMPACT AWARDS has been extended till 4:30pm today! https://t.co/cSpKiIon7C http://t.co/91zsMEhgMp'}","{'date': '07/13/2012, 17:55:08', 'full_text': 'Fire alarm LSC. Security and Fire Dept responding. Will update soon'}","{'date': '12/02/2015, 16:00:47', 'full_text': 'Info session TONIGHT at 9pm in the Risley Meeting Room for students interested in becoming an RA next year!'}"
2954,"{'date': '05/26/2018, 18:51:03', 'full_text': 'As spring #DalGrad ceremonies on our #Halifax campuses draw near, folks in the #DalhousieU community wanted to send messages of congratulations to those graduating next week. You can watch all of our convocation ceremonies live next week at https://t.co/GPaaQI8SB1. #DalProud https://t.co/bTl6oS1qQV'}","{'date': '02/26/2015, 22:09:10', 'full_text': 'Battle of the Bands is LIVE tonight at the @TRoomPub!! Show starts at 8pm! @Dalnews @DalStudentLife #dalsl #dalhousieu #halifax'}","{'date': '07/13/2012, 12:17:03', 'full_text': 'Great day to be out on a bike riding around Dal! Too hot out to give tickets??... Not a chance! Lol'}","{'date': '12/02/2015, 14:35:15', 'full_text': 'Yard Sale at the @DalBookstore continues today! https://t.co/oIvHBsQvcA'}"
2955,"{'date': '05/26/2018, 16:45:03', 'full_text': ""We're not yet in @WestworldHBO territory, but computer automation is set to displace millions from their careers. What can universities do to help? On May 29, @ArthurELevine, President of @wwfoundation will be on campus to help answer that question: https://t.co/URkJyl1hzN https://t.co/uXYiYpi6S6""}","{'date': '02/26/2015, 22:07:07', 'full_text': ""RT @Grawood: Wing night in full 'flight'. 49 cent wings until 9! Sex Toy Bingo @9.   @DalStudentUnion get here early to get a seat!""}","{'date': '07/12/2012, 21:09:22', 'full_text': 'RT @chronicleherald: Kashmala Fida has been found and is reportedly OK. The King’s student had been missing since Tuesday a.m.'}","{'date': '12/01/2015, 20:10:43', 'full_text': 'Thanks to all who took time to complete the ResComm survey. Congrats Andrew from Shirreff for winning the top prize! https://t.co/K02zxrhKFb'}"
2956,"{'date': '05/26/2018, 16:38:26', 'full_text': ""#DalArchives: the 1944 women's field hockey team. First row: Marg Morrison and Barbara Hendry. Second row: Laurie Bissett, Mary Bissett, Joyce Hart, and Lois Burns. Third Row: Charlotte Stud, Elaine Dalaps, Coach Miss Leonard, Kay Wiswell, and Joan Silver. #Dal200 @DalLibraries https://t.co/N0JSnhgPLh""}","{'date': '02/26/2015, 19:22:02', 'full_text': 'DSU Council Meeting on Fri Feb 27 @ 5pm to discuss Dal Legal Aid levy question and DSU membership in StudentsNS http://t.co/y5YmhHfPl0'}","{'date': '07/12/2012, 13:43:51', 'full_text': ""It was great to meet with the First Year Advising team this morning. If you're coming to Dal for the first time, do you know what to expect?""}","{'date': '12/01/2015, 20:00:30', 'full_text': 'Info sessions coming up tomorrow (Risley Mtg. Rm. 9pm) &amp; Thursday (Gerard Lounge 8pm) for students interested in becoming RAs next year.'}"
2957,"{'date': '05/26/2018, 15:13:05', 'full_text': '""The opening of the new @dalplex Fitness Centre during #Dal200 signals a new era for athletics &amp; recreation,"" says @DalPres ""This was designed by our students, for our students."" @DalTigers #DalProud https://t.co/fQ4oaQTwxR'}","{'date': '02/26/2015, 16:43:30', 'full_text': 'Sex Toy Bingo tonight in the @Grawood!! 19+ / 9pm / FREE! #DALSL #dalhousieu #halifax @LiveWellatDal @Dalnews @DalStudentLife'}","{'date': '07/12/2012, 01:51:40', 'full_text': 'Reminding Dal community to avoid walking alone at night whenever possible. Use well traveled routes. Make plans and give friends ETAs.'}","{'date': '12/01/2015, 18:30:11', 'full_text': 'Take advantage of these great on-campus resources as you get ready for exams!  https://t.co/DQYQT50Z9m'}"
2958,"{'date': '05/26/2018, 14:43:03', 'full_text': 'Other new features of the new @dalplex Fitness Centre include:  guest services centre, high-performance training area, a new meeting room and a large public lobby.  @DalTigers #DalProud #Dal200 https://t.co/6D4EgYY0rp'}","{'date': '02/25/2015, 15:00:49', 'full_text': ""RT @DalGazette: Today's @DalStudentUnion General Meeting has been moved to room 303 of the SUB. It's still at 4:30 p.m. More info: https://…""}","{'date': '07/12/2012, 00:06:47', 'full_text': 'Anyone with info on missing student Kashmala Fida is urged to contact police immediately. http://t.co/jM0xdVSc'}","{'date': '12/01/2015, 18:00:02', 'full_text': 'RT @LiveWellatDal: One week from today: HUG DAY! @DalStudentUnion @DalStudentLife @DalPres @DalSecurity @DalResidence @Dalnews https://t.co…'}"
2959,"{'date': '05/26/2018, 14:17:03', 'full_text': 'The new @dalplex Fitness Centre is a $23.3M facility and the first new athletic facility on campus in 40 years.  An additional $2.6M will allow Dal to replace the Dalplex fieldhouse floor and re-sod the Sexton Campus field.  @DalTigers #DalProud @DalEngineering #Dal200 https://t.co/lSZnvaSV2B'}","{'date': '02/25/2015, 13:48:28', 'full_text': 'Reminder that the DSU farmers market is happening today from 10am-3pm in the SUB! Come stock up on some veggies:) http://t.co/5fKvBubVTn'}","{'date': '07/11/2012, 11:08:01', 'full_text': '@candace_deanne ok thanks. I have a couple officers on their way over right now. Thanks for the information.'}","{'date': '12/01/2015, 15:13:03', 'full_text': 'The application for students who want to return to residence in the 2016/17 academic year is now open! Learn more: https://t.co/0F8G31EThA'}"
2960,"{'date': '05/26/2018, 13:55:05', 'full_text': 'The new @Dalplex Fitness Centre is targeting #LEED Gold certification including amenities like a large rain garden, heavily insulated roof, low flow-water fixtures, LED lighting &amp; will use 32% less energy than similarly sized fitness facilities. @DalTigers #DalProud #Dal200 https://t.co/P033kBXY5Y'}","{'date': '02/25/2015, 13:37:50', 'full_text': 'HEY STUDENTS! Last day for the DSU food survey. Chance to win 1 of 3 $20 gift certificates from @petestogogo http://t.co/AecaP4qRcv'}","{'date': '07/11/2012, 11:05:57', 'full_text': ""@candace_deanne which entrance didn't get open?""}","{'date': '12/01/2015, 13:12:22', 'full_text': ""RT @Dalnews: Deal hunters, get yourselves to @DalBookstore's annual Yard Sale event on now. Up to 70% off Dal-branded clothing. https://t.c…""}"
2961,"{'date': '05/26/2018, 13:35:06', 'full_text': 'Our new @dalplex Fitness Centre’s climate-controlled Fitness Hall features 74 pieces of new cardio equipment and new strength-training equipment as well as three new locker rooms. @DalTigers #DalProud #Dal200 https://t.co/ropHt4nW4i'}","{'date': '02/25/2015, 13:29:47', 'full_text': 'SOCIETIES! Last day to fill out the DSU food survey for a chance to win a $200 Society Grant! \nhttp://t.co/rlrTTIHIg4 http://t.co/CDKgyo9c8t'}","{'date': '07/10/2012, 12:19:51', 'full_text': ""Good news story: Dal Security help reunite lost dog with his family. Isn't he cute?! http://t.co/oE9BDtZI""}","{'date': '11/30/2015, 20:00:34', 'full_text': 'Want to return to res for the 2016/17 academic yr? You can re-apply now! Login through DalOnline--&gt;Web for Students--&gt; Residence Application'}"
2962,"{'date': '05/26/2018, 12:30:07', 'full_text': 'Today! Visit @hfxpublib at 12:30 p.m. to learn why feminist philosophy matters to our health: https://t.co/gjXge4fW9c @Dal_FASS #Dal200 https://t.co/w9r77JuVbv'}","{'date': '02/24/2015, 16:03:59', 'full_text': 'Want more information about advocacy at the DSU? Check out this report to council: http://t.co/2ylHZ1nay2'}","{'date': '07/05/2012, 17:45:35', 'full_text': 'RT @HRMpublicsafety: Did you know HRM provides free graffti removal kits? Details can be found at http://t.co/sKQLaR1A'}","{'date': '11/30/2015, 18:40:25', 'full_text': 'RT @DalFoodServices: Eat Smart #DalhousieU, break d-hall fatigue with our #dininghallhacks @DalResidence! Try Egg + Veg Wrap https://t.co/t…'}"
2963,"{'date': '05/25/2018, 18:35:05', 'full_text': '""The opening of the new @dalplex Fitness Centre during #Dal200 signals a new era for athletics &amp; recreation,"" says @DalPres ""This was designed by our students, for our students."" @DalTigers #DalProud https://t.co/Le1gtA4iVm'}","{'date': '02/24/2015, 15:47:46', 'full_text': 'The DSU Special General Meeting is happening tomorrow at 4:30pm in room 307 of the SUB! http://t.co/eKu16uJgHn #DSU http://t.co/hTHc2AHXjw'}","{'date': '07/05/2012, 17:39:02', 'full_text': 'RT @HfxRegPolice: HRP/RCMP Integrated Traffic Unit will focus on speeding &amp; distracted driving during July - \n http://t.co/pZOT8H4N   WM'}","{'date': '11/30/2015, 17:02:06', 'full_text': '#DYK @DalStudySuccess has workshops for writing multiple choice #exams concentration, effective reading &amp; more https://t.co/CP15XkSHUj'}"
2964,"{'date': '05/25/2018, 18:17:02', 'full_text': 'The new @dalplex Fitness Centre is a $23.3M facility and the first new athletic facility on campus in 40 years.  An additional $2.6M will allow Dal to replace the Dalplex fieldhouse floor and re-sod the Sexton Campus field.  @DalTigers #DalProud @DalEngineering #Dal200 https://t.co/5TZlGCJSNj'}","{'date': '02/23/2015, 18:06:31', 'full_text': 'RT @yourDalCard: There will be a special @DalStudentUnion General Meeting Wednesday night! Find out more here: https://t.co/UlhKc1KPNS http…'}","{'date': '07/04/2012, 20:27:49', 'full_text': 'RT @RonKronstein: Police escorting a huge generator from CAT in Dartmouth to IWK to help deal with power failure there - expect bad traf...""'}","{'date': '11/30/2015, 15:35:04', 'full_text': 'Want to be an RA next year? Info sessions coming up on Dec. 2 (Risley Mtg. Rm. 9pm) &amp; Dec. 3 (Gerard Lounge 8pm). More info sessions in Jan.'}"
2965,"{'date': '05/25/2018, 18:02:01', 'full_text': ""Frames, flowers, photos, and rings. It's all available on-site at your #DalGrad ceremony: https://t.co/pS6qkMaw7s https://t.co/Pe1a3o0htx""}","{'date': '02/22/2015, 15:02:47', 'full_text': 'Our special General Meeting is only 3 days away! Make sure to bring your DalCard to vote! See the event for details: https://t.co/5mOOrFIrEJ'}","{'date': '07/04/2012, 16:32:53', 'full_text': 'Criminals are always looking for easy targets like valuables left unattended or bicyles left unlocked. Desire+Ability+Opportunity=CRIME'}","{'date': '11/30/2015, 15:00:38', 'full_text': ""Need to do any #holiday shopping? @DalBookstore's annual Yard Sale starts tomorrow: https://t.co/sum20RX1Vl""}"
