,workatdal,DalMedSchool,dalagriculture,SchulichLaw
288,"{'date': '06/28/2019, 12:45:14', 'full_text': ""We're looking for volunteers to help at our HR/@DalDPMG Growing Communities Series - Community Garden. Each Tues in July, we'll help in the garden &amp; donate produce to Loaded Ladle in support of its free meals program for students. Sign up at https://t.co/Vf3ekEJjTw https://t.co/P5IGVp82j1""}","{'date': '05/24/2019, 18:26:50', 'full_text': '#ShimmyMob https://t.co/BMVPdIlFgP'}","{'date': '11/11/2019, 11:40:20', 'full_text': 'RT @DalLibraries: REMINDER: Check the hours widget at https://t.co/f5y5wCrG9J before heading to one of our locations today (Remembrance Day…'}","{'date': '09/27/2019, 15:26:38', 'full_text': 'RT @buslawdal: Dr. Tamar Meshel (@DrTamarMeshel) of @UAlbertaLaw now presenting her paper on ""International Business and Human Rights Dispu…'}"
289,"{'date': '06/27/2019, 15:27:08', 'full_text': 'RT @hfxgov: Municipal beaches and outdoor pools open on Canada Day for summer season. More info: https://t.co/A35cex6W9h'}","{'date': '05/24/2019, 18:06:48', 'full_text': 'MED IT has some moves! @GWChealth @HalifaxShimmy @alicehouse https://t.co/zg45vTY4en'}","{'date': '11/11/2019, 00:24:21', 'full_text': 'RT @nsmwfest: Educator of the Year (presented by @dalagriculture) goes to @Keithmullins and @sionanq17 #NSMW2019'}","{'date': '09/27/2019, 15:26:30', 'full_text': 'RT @buslawdal: Mariam Olafuyi (@mariammomodu_ ), SJD Candidate @UTLaw now presenting her paper titled ""Evaluating the Role of Private Regul…'}"
290,"{'date': '06/27/2019, 15:26:30', 'full_text': 'RT @DalPres: Thank you to staff and faculty who came out to Strawberry Jam to celebrate our successes from the year. Your work enables #Dal…'}","{'date': '05/24/2019, 17:59:07', 'full_text': 'There’s a belly dancing flash mob happening right now with Med IT in the Tupper Link. @HalifaxShimmy is fundraising and dancing in support of @alicehouse. @GWChealth is leading the lesson! https://t.co/91G9mYdFO6'}","{'date': '11/10/2019, 18:48:18', 'full_text': ""RT @DalhousieU: Have you participated yet? Between Nov. 4 and 18, staff and faculty members are encouraged to take part in #DalhousieU's ne…""}","{'date': '09/26/2019, 18:38:02', 'full_text': 'RT @adelina_iftene: Prison law packed week coming up @SchulichLaw! Everyone welcome!@DalhousieLJ @HealthLawAtDal @DalLSS @dalprisonlaw @utp…'}"
291,"{'date': '06/26/2019, 19:02:49', 'full_text': 'RT @DalhousieU: “@imhoteplegacy is inspiring young African Canadian learners to imagine themselves thriving in STEM careers."" Sidney Idemud…'}","{'date': '05/24/2019, 17:19:34', 'full_text': 'RT @stephenmiller67: Congrats to all the Dal Med 4’s Class of 2019 as we embark on grad weekend. Have a blast but remember #safetyfirst! @D…'}","{'date': '11/10/2019, 18:48:00', 'full_text': 'RT @TinaFMurphy: TD reps went back to school last week visiting @dalagriculture campus to meet with students who are studying and working t…'}","{'date': '09/26/2019, 15:26:27', 'full_text': 'RT @caitmurquhart: Flashback⚡️to law school! \n\nRollie Thompson, QC dishing out the goods on amendments to the Divorce Act! #lawtwitter #fam…'}"
292,"{'date': '06/26/2019, 14:55:08', 'full_text': ""Yes, it's still on! The #DalhousieU Strawberry Jam will take place on the Studley Quad, 2 - 3:30 pm today. If it rains, we'll move to the Great Hall, University Club.""}","{'date': '05/24/2019, 17:02:12', 'full_text': ""RT @BRIC_NS: There's one week left to register for Primary Health Care Research Day! Register by May 31. https://t.co/BwNs0uL6g2\n\n#PHCResea…""}","{'date': '11/10/2019, 02:37:52', 'full_text': 'RT @Limpetman: Good morning San Diego. Looking forward to our Commission on International Initiatives Exec Committee meeting later #APLU201…'}","{'date': '09/26/2019, 12:36:06', 'full_text': ""RT @DalLSS: Shirt sales for Orange Shirt Day on Monday, Sept 30th begin today! Visit Dalhousie Indigenous Law Student Association's table i…""}"
293,"{'date': '06/26/2019, 13:02:12', 'full_text': 'RT @HundredAcre: Double #DalProud to host our first @PrideatWorkCAN Ambassadors meeting @DalhousieU! https://t.co/riYeL0U26F'}","{'date': '05/24/2019, 16:03:26', 'full_text': 'From scuba gear to surgical gloves: Family Medicine in the Canadian Armed Forces. Read our 2019 Grad Profile of Benjamin Clarke: https://t.co/RGiSO2ivFP'}","{'date': '11/10/2019, 02:33:29', 'full_text': 'RT @Limpetman: https://t.co/nDNuv7D8uE'}","{'date': '09/25/2019, 22:30:02', 'full_text': 'RT @Sherencia77: Looking forward to meeting old and new friends while discussing the intersection of business, #humanrights and the #SDGs a…'}"
294,"{'date': '06/25/2019, 12:45:12', 'full_text': ""One more day until the #DalhousieU Strawberry Jam, Wed. June 26, 2 - 3:30 pm, Studley Quad. It's an annual employee appreciation event to celebrate our successes. There will be lots of great food, music and outdoor games. https://t.co/y0FxMQEqQC""}","{'date': '05/24/2019, 13:02:11', 'full_text': 'Helping those in need has always been a top priority for Taha Khan. Before attending Dalhousie Medical School, she worked tirelessly to build awareness of children’s rights issues. 2019 Grad Profile: https://t.co/Go3DTDq9uv https://t.co/3DFkNRfsho'}","{'date': '11/10/2019, 02:33:24', 'full_text': 'RT @Limpetman: On the 30th anniversary of the falling of the Berlin Wall its a good time to visit the sections of the Berlin Wall we have o…'}","{'date': '09/25/2019, 17:25:21', 'full_text': 'RT @DalLSS: First years: sign up for an Upper Year Dinner before 5:00pm!\n\nAfter dinner, all students are invited to join us for the Upper Y…'}"
295,"{'date': '06/25/2019, 11:49:50', 'full_text': 'RT @SchulichLaw: #WeldonProud of @ProBonoDal for all their amazing work! 👏 https://t.co/IKpHt3LhHK'}","{'date': '05/24/2019, 10:00:13', 'full_text': 'RT @PLANS_DAL: Health Professions Day at CEHHC: African Nova Scotian youth from CEC @CCRCE_NS getting a tour of the ER from the wonderful p…'}","{'date': '11/10/2019, 02:33:10', 'full_text': ""RT @DalhousieU: Friends, family, hitting the books, and enjoying some downtime! For the first episode of this school year, @DalStudentLife'…""}","{'date': '09/25/2019, 15:26:06', 'full_text': 'RT @adelina_iftene: Important documentary, great opportunity to see it and hear about it @SchulichLaw https://t.co/Aa6i23LOqE'}"
296,"{'date': '06/24/2019, 18:57:15', 'full_text': 'RT @DalHealth: ""I\'m proud to work in this building."" Learn more about @DalhousieU\'s Collaborative Health Education Building, and how it ear…'}","{'date': '05/23/2019, 17:01:44', 'full_text': 'Brent Young as been an important advocate for students, diversity and inclusion at Dalhousie Medical School. 2019 Grad Profile: https://t.co/22H7ltifcx https://t.co/drzcuRNImq'}","{'date': '11/09/2019, 11:52:23', 'full_text': ""RT @DalhousieU: Staying put for Fall Study Break? It's a great opportunity to get on top of things. Check out @DalStudentLife's six ways to…""}","{'date': '09/24/2019, 17:34:03', 'full_text': 'The Sir James Dunn Law Library is ready for #PinkDay on September 26. Will you be wearing pink this Thursday to take a stand against bullying? Like this post to let us know! @DalhousieLSS @DalLibraries https://t.co/TPu2SlS1lt'}"
297,"{'date': '06/24/2019, 13:42:53', 'full_text': ""RT @DalDPMG: Great to hear from @DalPres on our progress on 1.0 Teaching and Learning at this year's Town Hall. You can live stream it at h…""}","{'date': '05/23/2019, 12:06:16', 'full_text': 'RT @DalGradStudies: 2019 Vanier Graduate Scholarship winner, Landon Getz, PhD student in Cellular and Molecular Biology, wants to understan…'}","{'date': '11/08/2019, 22:29:37', 'full_text': 'RT @DalLibraries: Check the hours widget at https://t.co/f5y5wCrG9J before heading to one of our locations on Monday, November 11 (Remembra…'}","{'date': '09/24/2019, 16:30:11', 'full_text': 'RT @SaraSeck: Looking forward to hosting #ClimateJustice #BizHumanRights stream with inspiring guests @PenelopeSimons1 @BackerLarry @Atapat…'}"
298,"{'date': '06/21/2019, 16:45:12', 'full_text': ""#DalhousieU faculty/staff don't miss our 7th Strawberry Jam, Wed. June 26, 2 - 3:30 pm on the Studley Quad - an annual employee appreciation event to celebrate our successes! There will be lots of great food, music and outdoor games. #FirstDayofSummer https://t.co/LPtq7GErnR""}","{'date': '05/23/2019, 12:01:19', 'full_text': 'Robert Dunfield didn’t have to look far to find the perfect medical school for him. The Sussex, New Brunswick native will be graduating from Dalhousie Medicine New Brunswick (DMNB) on Monday. Read more in our 2019 Grad Profile: https://t.co/rmBqQE4qk9'}","{'date': '11/08/2019, 22:16:30', 'full_text': 'RT @DalGradStudies: OpenThink outside the box 🗣️🌎 Apply today for @DalOpenThink - our new initiative providing PhD students with the skills…'}","{'date': '09/24/2019, 15:26:13', 'full_text': 'RT @DalhousieLJ: From our first DLJ issue, ""we shall be endeavouring to produce a stimulating journal exemplifying those qualities that mos…'}"
299,"{'date': '06/21/2019, 15:33:07', 'full_text': 'RT @DalPres: A wonderful day for both celebration and for reflection on what has been accomplished at #DalhousieU and what more we can and…'}","{'date': '05/22/2019, 17:56:41', 'full_text': 'RT @KidsRunClub_DNS: Thanks to \u2066@LeahAulenbach\u2069 from KRC sponsor  \u2066@Financial_MD\u2069 for joining our \u2066@DalMedSchool\u2069 coaches Louis &amp; Kirsten t…'}","{'date': '11/08/2019, 22:16:24', 'full_text': 'RT @workatdal: Your Voice counts! We want to hear from #DalhousieU faculty and staff about all employee views, no matter how big or small.…'}","{'date': '09/24/2019, 12:27:23', 'full_text': 'RT @ecelaw: The 2019 Canadian Animal Law Conference is coming up!\nDid you know that the public is welcome to attend 2 conference events for…'}"
300,"{'date': '06/21/2019, 15:13:06', 'full_text': 'RT @brendini5: Dalhousie  University proudly raises the Mi’kmaq Flag every day.  Today is a special day to celebrate and recognize the cult…'}","{'date': '05/22/2019, 15:57:20', 'full_text': 'RT @TypicallyTaha: Thank you, @DalGlobalHealth &amp; @DalMedSchool for featuring the story of my transition from @IMUMalaysia &amp; my #childrights…'}","{'date': '11/08/2019, 22:16:16', 'full_text': 'RT @DalhousieU: Ahead of #RemembranceDay weekend, take a look back at what #DalhousieU was like during the two World Wars, from field hospi…'}","{'date': '09/24/2019, 12:27:03', 'full_text': ""RT @DalLSS: FREE LUNCH!\n\nJoin us for today's lunchtime session hosted by @scotiabank! Our guests will discuss some of the means available t…""}"
301,"{'date': '06/20/2019, 20:15:11', 'full_text': 'Finally congrats to President’s Grad Teaching Assistant Award winners - Asmita Sodhi, Michael Beh &amp; Landon Getz (missing from photo); &amp; Mark Wall &amp; Samantha Cukier, winners of Sessional &amp; Part-time Instructor Award for Excel. in Teaching! @DalPres @DalScience @DalCLT @DalHealth https://t.co/tZh4rVa6kE'}","{'date': '05/22/2019, 15:31:44', 'full_text': 'RT @DalGlobalHealth: The Faculty of Medicine’s first official Community #Volunteer Day is just 1 week away (rain date June 5)! A few spots…'}","{'date': '11/08/2019, 22:16:09', 'full_text': 'RT @DalhousieU: We miss you already. 😢 Wishing all #DalhousieU students a safe, relaxing and productive fall study break next week. https:/…'}","{'date': '09/23/2019, 18:38:04', 'full_text': 'RT @CIAJ_ICAJ: We’re in Halifax today for our third Provincial Roundtable on Jury Representation. Thanks to @SchulichLaw students Jessica B…'}"
302,"{'date': '06/20/2019, 19:45:09', 'full_text': 'Congrats to #DalLegacy winners Rory Chisholm, Contract &amp; Limited-term Faculty Award for Excellence in Teaching; Suzanne Zinck, Award for Excellence in Education for Diversity; &amp; Susan Howlett, Award for Excellence in Grad Supervision. @DalPres @DalScience @DalMedSchool @DalCLT https://t.co/jOyWRWw9VW'}","{'date': '05/22/2019, 14:10:05', 'full_text': '“Why not go for it?” That was the simple question posed to Stacy Hanninen by her husband that propelled her to pursue her medical degree at Dalhousie. 2019 Grad Profile: https://t.co/22H7ltifcx https://t.co/A6VU3yxwQw'}","{'date': '11/08/2019, 22:15:58', 'full_text': ""RT @DalBookstore: The Dal Bookstore's 10th Annual Yard Sale takes place Nov. 26-28 and you're invited! #SavetheDate https://t.co/q9eQ06LSWD…""}","{'date': '09/23/2019, 17:55:47', 'full_text': 'RT @rrseidler: Students + young lawyers: just one week left to submit your paper to the Dal Journal of Legal Studies. Courts in 6 provinces…'}"
303,"{'date': '06/20/2019, 19:10:09', 'full_text': 'Kudos to Matthew Schnurr, winner of Dalhousie Alumni Association Award of Excellence for Teaching; Sarah Wells, winner of Academic Innovation Award; &amp; Scott Comber, winner of the Early Career Faculty Award of Excellence. @DalPres @Dal_FSS @DalScience @DalManagement @DalCLT https://t.co/s6QgYTs6kf'}","{'date': '05/21/2019, 13:29:21', 'full_text': 'RT @NSHAResearch: The final Innovation Rounds before we break for the summer features Kim Brewer, a scientist at BIOTIC who will discuss ho…'}","{'date': '11/08/2019, 22:15:43', 'full_text': 'RT @DalhousieU: A unique species of tree which holds significance to the Mi’kmaw is in danger of being lost forever. Unless the team at Mi’…'}","{'date': '09/23/2019, 17:55:24', 'full_text': 'RT @DalLawHour: Join us this Thursday, September 26th as we welcome Joel Pink to talk about working as a criminal defence lawyer.  Brought…'}"
304,"{'date': '06/20/2019, 18:54:00', 'full_text': 'RT @ritapurity: It’s official, #Congratulations to me for receiving the 2019 Research Excellence Award @DalhousieU Legacy Awards! Congrats…'}","{'date': '05/21/2019, 13:28:50', 'full_text': 'The GoC has made a $1.9 million investment in the innovative ideas of 8 early-career researchers from @DalhousieU (3 from @DalMedSchool) as part of the New Frontiers in Research Fund. Read more at Dal Med News: https://t.co/CKZwitFUDS https://t.co/I1ZRigFh1u'}","{'date': '11/08/2019, 18:16:00', 'full_text': 'A unique species of tree which holds significance to the Mi’kmaw is in danger of being lost forever. https://t.co/oRzls3dkfE https://t.co/WImrpyWIrv'}","{'date': '09/23/2019, 17:34:02', 'full_text': ""RT @SchulichLaw: SEPT 26-28 | This year's Purdy Crawford Workshop at #SchulichLaw will focus on “The Role of Business Regulation in Advanci…""}"
305,"{'date': '06/20/2019, 18:45:10', 'full_text': 'Congrats to FM Space Planning &amp; Carpentry &amp; Paint Shop Teams - winner of the Stoker Award for Innovation; Planned Power Shutdown team, winner of Stoker Award for Safety; &amp; Trades &amp; Custodial teams, Sexton Campus, winner of Stoker Award for Appreciation. @DalPres #DalLegacy https://t.co/nAEP5d4Q4g'}","{'date': '05/21/2019, 13:26:25', 'full_text': 'RT @DalGradStudies: 📣 CAST YOUR VOTE! Support Dalhousie’s Adrian Herod as a 3 Minute Thesis National finalist by voting for the People’s Ch…'}","{'date': '11/08/2019, 15:40:00', 'full_text': 'Visit our Facebook page for all the details  https://t.co/LPUqT2ZIny https://t.co/nf6dxR6Tg7'}","{'date': '09/23/2019, 16:30:11', 'full_text': 'RT @bisi_akins: This week the @SchulichLaw 2nd Annual Purdy Crawford Workshop will be explore ""the role of business regulation in advancing…'}"
306,"{'date': '06/20/2019, 18:15:14', 'full_text': 'Kudos to Ashley Coffin, winner of the Staff Award for Excellence in Service, @DalAgCampus! @DalPres #DalLegacy #DalProud https://t.co/ZX98qkw03O'}","{'date': '05/21/2019, 13:25:59', 'full_text': 'RT @ParamedProf: #DalhousieU @DalMedSchool maintains links with international centres for  #EMS. On 29 May it will be hosting Dr Richard ""H…'}","{'date': '11/08/2019, 14:32:00', 'full_text': ""Students: Don't miss the opportunity! https://t.co/QfVEDHuOES""}","{'date': '09/23/2019, 15:00:30', 'full_text': ""Fred Fountain, CM, LLD (LLB ’74), a lawyer, businessman, and philanthropist and a former chancellor of @DalhousieU, was presented with the Weldon Award for Unselfish Public Service at Friday's Annual Alumni Dinner. Read more: https://t.co/CgOsZbX3OX @DalhousieLSS @Dal_Alumni https://t.co/gz4GU9myAw""}"
307,"{'date': '06/20/2019, 17:45:12', 'full_text': 'Congrats to Rosemary Gill Award winners Terry Gallivan, Dr. Craig McCormick and Elizabeth Welsh. Missing from photo: Elizabeth Welsh @DalPres @DalMedSchool @DrIvanJoseph @DalScience #DalLegacy #DalProud https://t.co/YOFGtEcCl4'}","{'date': '05/21/2019, 13:25:40', 'full_text': 'RT @dmrf1979: There are many different kinds of arrhythmias - irregular heartbeats - that can lead to problems from dizziness and fatigue t…'}","{'date': '11/08/2019, 00:10:54', 'full_text': 'RT @DrIvanJoseph: ""There’s such a thing as quitting at the right time. But there’s also such a thing as quitting on a bad day when you’re d…'}","{'date': '09/23/2019, 14:33:37', 'full_text': ""@DalLSS Wait - we thought the Emmy's were last night!? 😀 Thanks for being such wonderful representatives for our students - hope you had a great time!""}"
308,"{'date': '06/20/2019, 17:15:14', 'full_text': ""Congrats to the winners of the 2019 DPMG Award for Excellence - Martha Skerry, Keltie Jones, Emily Huner &amp; Hazel Ling. @Dal_FSS Dean Frank Harvey accepted Emily's award on her behalf. @DalPres @DalDPMG @dalagriculture @DrIvanJoseph #DalLegacy https://t.co/SGxItPOTcC""}","{'date': '05/16/2019, 17:38:12', 'full_text': 'Congratulations to the Dal PhDs and Postdocs who were selected to receive the Vanier Canada Graduate Scholarships and Banting Postdoctoral Fellowships @DalGradStudies @DalHealth:   https://t.co/BJ0f8Myjc1 https://t.co/3tZnmUAd8f'}","{'date': '11/07/2019, 22:26:31', 'full_text': ""RT @DalhousieU: Running toward next week's study break. 💨 (📷 davidcoxphotography on Instagram) https://t.co/ySXc5N3BKI""}","{'date': '09/20/2019, 15:26:13', 'full_text': ""SEPT 26-28 | This year's Purdy Crawford Workshop at #SchulichLaw will focus on “The Role of Business Regulation in Advancing the Sustainable Development Goals.” Learn more: https://t.co/kj6lvhohCM @kbrooks_taxlaw @bisi_akins @SaraSeck https://t.co/GuinFh7Sz5""}"
