,DalManagement,EventsAtDal,DalPres
3027,"{'date': '10/12/2016, 11:51:04', 'full_text': 'RT @RachelNotley: #HeyGirl, you can achieve anything you set your mind to. Uplift &amp; celebrate girls across the globe on #DayoftheGirl: http…'}",,"{'date': '10/22/2017, 21:52:25', 'full_text': '2. Let’s be clear: at Dal we abhor racism, gendered violence, and Islamophobia.'}"
3028,"{'date': '10/12/2016, 11:50:21', 'full_text': 'RT @LaunchDal: Our first workshop is this Thursday, Oct 13th in the Collider @ 4:30pm. Mandatory for all participants. RSVP here https://t.…'}",,"{'date': '10/22/2017, 21:52:04', 'full_text': '1. It’s been a challenging week for Dalhousie University, as we confront very serious issues of respect, inclusion and community.'}"
3029,"{'date': '10/12/2016, 11:49:42', 'full_text': 'RT @sltoze: The Data Briefing: The Federal Data Cabinet—Promoting Data Literacy, Cultural Change, and the Fede… https://t.co/ILnXI7yg28 via…'}",,"{'date': '10/22/2017, 21:05:38', 'full_text': 'Fantastic op-ed in the LA Times by @Dal_English Professor @RohanMaitzen: https://t.co/Omwl39smrN https://t.co/wFIkV8q9lL'}"
3030,"{'date': '10/11/2016, 18:27:18', 'full_text': ""RT @DALCFAME: Don't miss to attend the Information session tomorrow at Dalhousie University, Halifax https://t.co/ji4v3RJ618""}",,"{'date': '10/21/2017, 18:41:09', 'full_text': '@nmbarristers @Dalnews These expressions of gendered violence, islamophobia and racism are entirely unacceptable. I have asked @dalHRES to follow up with you.'}"
3031,"{'date': '10/11/2016, 16:27:21', 'full_text': 'RT @DALCFAME: Earn your MIM degree without a background in IT or computer science. Find out how https://t.co/QsqPG6Fosm'}",,"{'date': '10/21/2017, 15:53:24', 'full_text': ""RT @JuliaMWrightDal: I'm wary of rankings, but nice to see #Dalhousie 5th in its cohort for SocSciences &amp; Humanities grants! https://t.co/3…""}"
3032,"{'date': '10/11/2016, 16:27:15', 'full_text': ""RT @halifaxchamber: Looking for something to do this Thursday? Join us at the Grow HALIFAX Entrepreneur's Rally: https://t.co/rglKhq4Aqt""}",,"{'date': '10/21/2017, 13:34:42', 'full_text': ""RT @Dalnews: Peter Bryson &amp; Ryan D'Arcy are @KillamTrusts alumni that have achieved great things thanks to the trust's support https://t.co…""}"
3033,"{'date': '10/11/2016, 14:41:56', 'full_text': 'RT @dalsimnews: Our alumni, students &amp; friends have been busy as usual! Catch up on all the stories in our latest News Digest! https://t.co…'}",,"{'date': '10/21/2017, 12:23:19', 'full_text': '@FranzOdendaal @MSVUPresident @acadiaresearch @smuprez @cburesearch Absolutely. Here is one part of our efforts: https://t.co/oPRlDBPuP0'}"
3034,"{'date': '10/11/2016, 12:25:45', 'full_text': ""RT @dalsimnews: SIM's Bertrum MacDonald appointed Visiting Researcher by the #InternationalOceanInstitute-Canada! https://t.co/pRFUmoDHI7""}",,"{'date': '10/21/2017, 11:03:50', 'full_text': ""RT @Dalnews: It's #DalOpenHouse on our #Halifax campus. We're getting ready to welcome all our soon-to-be Dal students &amp; their families. Se…""}"
3035,"{'date': '10/11/2016, 12:25:23', 'full_text': 'RT @DALCFAME: Successful MIM graduates lead their organizations in knowledge-sharing, privacy, mobile data, and more. https://t.co/QsqPG6Fo…'}",,"{'date': '10/20/2017, 21:27:26', 'full_text': 'At #YYZ catching up w @drshellywhitman of @ChildSoldiers. She and LGen @romeodallaire headed to Ghana. Proud to host their impt work at Dal. https://t.co/37XbmrwArm'}"
3036,"{'date': '10/11/2016, 11:57:38', 'full_text': ""RT @scharleb: Résultats d'une enquête sur les habitudes de préparation d'achat alimentaire https://t.co/Yjnq8H5wZm""}",,"{'date': '10/20/2017, 20:38:51', 'full_text': 'RT @CarolynatDal: At MARS Discovery and Innovation Centre downtown Toronto. CEO Ilse Treurnicht leads the discussion. So much to consider i…'}"
3037,"{'date': '10/11/2016, 11:57:25', 'full_text': 'RT @scharleb: My beef with Canadian beef: It just keeps getting pricier https://t.co/PwkVUcmUHr'}",,"{'date': '10/20/2017, 20:32:27', 'full_text': 'RT @DalCleanTech: Repair and re-purpose if you can! https://t.co/S7FVH51LfW'}"
3038,"{'date': '10/11/2016, 11:53:33', 'full_text': 'RT @scharleb: 20% des poissons et fruits de mer sont mal étiquetés https://t.co/bymDWo2vj9'}",,"{'date': '10/20/2017, 20:27:50', 'full_text': 'An honour to meet w great Canadian, inspiring entrepreneur &amp; philanthropist Mike Lazaridis today. We totally geeked out on quantum physics. https://t.co/4pA6KC8pyp'}"
3039,"{'date': '10/11/2016, 11:53:17', 'full_text': ""RT @scharleb: Consumers opposed to genetically modified foods, but don't know what they are https://t.co/iWU3Ni5rES""}",,"{'date': '10/20/2017, 16:42:03', 'full_text': 'Please see important memo from Vice-Provost, Student Affairs, Dr. Arig al Shaibah https://t.co/cgTB1ynLMt'}"
3040,"{'date': '10/07/2016, 20:56:50', 'full_text': ""RT @DalManagement: Comptroller General of Canada, Bill Matthews (BCOM'88), speaking at our @DalhousieSPA MPA Government Structures class th…""}",,"{'date': '10/20/2017, 13:17:58', 'full_text': 'Thanks @IlseTreurnicht for sharing your tremendous experience and insight @MaRSDD https://t.co/gQx762W0XP'}"
3041,"{'date': '10/07/2016, 20:56:27', 'full_text': 'RT @DalTigersAD: Congratulations to @kinduct Travis McDonough on receiving the 2016 Ernst &amp; Young Entrepreneur of the Year Award! @DalTiger…'}",,"{'date': '10/20/2017, 11:56:13', 'full_text': 'Dalhousie aims to double female computer science students in 2018 https://t.co/KZxbs0XHE9'}"
3042,"{'date': '10/07/2016, 18:34:18', 'full_text': ""Comptroller General of Canada, Bill Matthews (BCOM'88), speaking at our @DalhousieSPA MPA Government Structures class this morning. https://t.co/Bs5tmeA6ov""}",,"{'date': '10/20/2017, 01:47:57', 'full_text': 'An honour to meet with another great accomplished Dal alumnus: Brian Porter, CEO of Scotiabank https://t.co/DhIRdIyfXS'}"
3043,"{'date': '10/07/2016, 14:01:20', 'full_text': 'RT @DalExecEd: Great to have cohort 2 of @ShannexInc back! #ExecEd #leadership https://t.co/h8muK4Td1l'}",,"{'date': '10/20/2017, 01:39:41', 'full_text': 'RT @sblairreid: Tks to TO @Dal_Alumni for joining us in your community for Global Homecoming-quoting @DalPres: Look at what we can do toget…'}"
3044,"{'date': '10/07/2016, 14:00:53', 'full_text': 'RT @scharleb: Canada’s dairy producers are waking up to the realities of global trade https://t.co/rteeBsAjjp'}",,"{'date': '10/20/2017, 01:39:24', 'full_text': 'RT @gdgallant: This promises to be a great event. Many thanks to the panelists and @DalPres for participating. https://t.co/d6aAl0Do2V'}"
3045,"{'date': '10/07/2016, 13:59:31', 'full_text': 'RT @scharleb: Bayer may give GMO new lease on life https://t.co/rq8kyFLBZW'}",,"{'date': '10/19/2017, 23:22:27', 'full_text': 'RT @BrianJohnstonMD: Great sign at my son’s high school @RothesayHigh @Dal_Alumni https://t.co/LNQT2bBvks'}"
3046,"{'date': '10/07/2016, 13:59:21', 'full_text': 'RT @scharleb: OPINION - Alimentation : les pièges \nde l’État moraliste #lapresseplus https://t.co/M2PrbEXQiG'}",,"{'date': '10/19/2017, 22:06:44', 'full_text': 'RT @SchulichLaw: #DalProud to see @jgdownie recognized tonight for her impact on bioethics, health law and policy in Canada! @CIHR_IRSC @Da…'}"
3047,"{'date': '10/07/2016, 13:58:46', 'full_text': 'RT @Hunter_dal: Comp Gen Bill Matthews presented a very open  &amp; engaging presentation on transformational Gov @FMI_IGF      #Halifax https:…'}",,"{'date': '10/19/2017, 20:30:54', 'full_text': 'Hope you’re joining us for #DalOpenHouse this wknd! Spend a day on campus &amp; see what it’s like to be a Dal student https://t.co/K8o2IzyMhL'}"
3048,"{'date': '10/06/2016, 20:19:29', 'full_text': 'RT @DShawMKTG_Prof: Hard to believe, my 1st visit to UofO for the Mobility Grad Fair! Gorgeous day, great city!  @dalmba @RoweBusiness http…'}",,"{'date': '10/19/2017, 18:54:44', 'full_text': 'RT @Dalnews: Some #Dal200 team members are admiring our new sign on the Quad which will be displayed for our anniversary year. Check it out…'}"
3049,"{'date': '10/06/2016, 20:18:58', 'full_text': ""RT @LisaLachance3: @DalPres @Dalnews wonderful to see the M'ik maq flag flying on campus, imp symbol of renewed cmt to reconciliation https…""}",,"{'date': '10/19/2017, 18:34:25', 'full_text': 'Dalhousie Graduate Studies: Innovatively renewable https://t.co/TaL3CZxomm'}"
3050,"{'date': '10/06/2016, 17:59:59', 'full_text': 'RT @dalmba: Are you interested in our MBA program? Visit us at the @UAlberta Graduate School &amp; Professional Expo for more info: https://t.c…'}",,"{'date': '10/19/2017, 18:32:42', 'full_text': 'What an honour to meet @OzgeYeloglu, esteemed alumna of Dal Computer Science, and Chief Data Scientist for Microsoft Canada https://t.co/DQNdLfjqw6'}"
3051,"{'date': '10/06/2016, 17:59:34', 'full_text': 'RT @scharleb: Sondage-éclair sur les prix alimentaires...et gagnez un certificat-cadeau de 50$ https://t.co/RXft0owNrc'}",,"{'date': '10/19/2017, 13:39:54', 'full_text': 'Opinion | College Advice I Wish I’d Taken https://t.co/HmYLFZZFBU'}"
3052,"{'date': '10/06/2016, 17:59:21', 'full_text': ""RT @Dal_OT: Raising of the Mi'kmaq Grand Council Flag #MikmaqHistoryMonth     @DalPres https://t.co/bMOY3MEXLt""}",,"{'date': '10/19/2017, 00:08:19', 'full_text': ""RT @MargotALatimer: Thanks to @DalPres @DalVPR @sara_daniels dalhousie for support advancing Indigenous health and research on the 'Hill' h…""}"
3053,"{'date': '10/06/2016, 17:58:58', 'full_text': ""RT @DalPres: Wonderful to watch the dancers at Dal's 7th Annual Mawio'mi https://t.co/4RTCIYCv35""}",,"{'date': '10/18/2017, 20:17:16', 'full_text': '@iRunStlewis @DalStudentUnion We need students to connect not just with admin, but w neighbours and police as well. Vice-Provost Al-Shaibah is developing this.'}"
3054,"{'date': '10/06/2016, 17:58:29', 'full_text': 'RT @LaunchDal: Proudly sharing experiential learning experience at the Educating Future Entrepreneurs session! #IA2016 https://t.co/2hum1gv…'}",,"{'date': '10/18/2017, 12:57:41', 'full_text': 'Farewell Gord, Rest In Peace https://t.co/GWYGmqWMxY'}"
3055,"{'date': '10/05/2016, 16:36:04', 'full_text': ""RT @scharleb: Today in Food History: Ray Kroc is born in Oak Park, Illinois, in 1902. Known for being McDonald's architect and godfather of…""}",,"{'date': '10/18/2017, 12:27:38', 'full_text': 'Great to have you join the board, welcome Dr. Johnston https://t.co/oIiLI8BaxZ'}"
3056,"{'date': '10/05/2016, 16:35:58', 'full_text': ""RT @scharleb: Les mauvaises habitudes alimentaires, plus néfastes que le tabac et l'alcool https://t.co/tYHDWWqBGi""}",,"{'date': '10/18/2017, 12:26:51', 'full_text': 'Congratulations Professor @leahcahill! https://t.co/d0R78zhc2J'}"
3057,"{'date': '10/05/2016, 15:50:02', 'full_text': ""RT @CarolynatDal: Convocation this morning. #dalgrad. Lively audience &amp; touching celebration of Elder and Mi'kmaq grad, who is also a great…""}",,"{'date': '10/17/2017, 17:37:43', 'full_text': 'RT @SusanBrousseau: Welcome to new #Dal Board mbrs on campus today @lstordy @DalPres @CarolynatDal @CBagnellStyles @pgfardy @HundredAcre ht…'}"
3058,"{'date': '10/05/2016, 14:46:40', 'full_text': ""RT @RebsD: Thanks for everything @scharleb. Come on over if you're near Inverness this week. Enjoy CB! #DalGrad @Dalnews https://t.co/t7S6t…""}",,"{'date': '10/17/2017, 13:07:00', 'full_text': 'Great to have @DalLibraries hosting @jontattrie on campus tomorrow for the launch of his new Dan Paul bio: https://t.co/rPdP6Ywj6D #DalReads'}"
3059,"{'date': '10/05/2016, 14:35:15', 'full_text': 'RT @FionaAtDal: Hooray for Dr Jenny Baechler! Congratulations! @Dal_FASS @DalManagement @DalChancellor https://t.co/AYkEumRbIb'}",,"{'date': '10/17/2017, 13:03:48', 'full_text': 'RT @DalTigersAD: Fantastic tour of the new @dalplex Fitness Centre set to open in 2018. An amazing asset for our campus and community. @Dal…'}"
3060,"{'date': '10/05/2016, 14:35:07', 'full_text': 'RT @CranstonAnna: Enormous congratulations to this amazing woman, Dr Jenny Baechler. @dalmba #dalgrad. @RoweBusiness  @DalManagement https:…'}",,"{'date': '10/16/2017, 23:27:17', 'full_text': 'Fabulous to welcome you and your students at Dal today &amp; be part of Mawio’mi https://t.co/xizr3kb9Rt'}"
3061,"{'date': '10/05/2016, 14:31:13', 'full_text': 'RT @dalsimnews: Congrats Jenny Baechler, MWB Coordinator, who received her PhD today! MWB is key to all @DalManagement degrees! https://t.c…'}",,"{'date': '10/16/2017, 23:13:05', 'full_text': 'RT @MarniTuttle: Can’t wait for this to happen. Girls funded in undergrad CS at Dal! https://t.co/EjeAq5e6qP'}"
3062,"{'date': '10/05/2016, 14:25:45', 'full_text': 'RT @DalPres: Inspiring to see our proud #Dalgrad families all over campus https://t.co/STjlqP0DTb'}",,"{'date': '10/16/2017, 22:55:02', 'full_text': 'Great news for one of Canada’s industrial R&amp;D leaders https://t.co/QD75OJDrNH'}"
3063,"{'date': '10/05/2016, 14:25:30', 'full_text': 'RT @dalmba: Are you curious about the unlimited opportunities for our MBA grads? Visit us at @MountAllison today for more info: https://t.c…'}",,"{'date': '10/16/2017, 20:31:26', 'full_text': 'Would love to, but full calendar tomorrow. Good luck, have fun! https://t.co/hlZzFAfL66'}"
3064,"{'date': '10/05/2016, 14:25:23', 'full_text': 'RT @dalsimnews: A reminder of our IM Public Lecture tomorrow (Oct 6th) featuring Suzuette Soomai (lecture will be recorded):  https://t.co/…'}",,"{'date': '10/16/2017, 20:30:39', 'full_text': 'Thanks Christina and Peter for co-chairing our @UWHalifax campaign! https://t.co/47oDmbUSwd'}"
3065,"{'date': '10/05/2016, 14:24:46', 'full_text': 'RT @Dalnews: #DalGrad doctorate recipient Jennifer Lea Baechler receives a standing ovation from the platform party as she crosses the stag…'}",,"{'date': '10/16/2017, 20:29:38', 'full_text': 'RT @AUS_SUA: ICYMI: @StFXAthletics and @DalTigers take top honours at StFX Invitational - https://t.co/Geuwy4wzfm https://t.co/fxSY4W7dKK'}"
3066,"{'date': '10/05/2016, 14:24:38', 'full_text': 'RT @DalExecEd: Last chance to register for Law Practice Management Program. Starts next week! Few seats left. https://t.co/bLooPgDFET'}",,"{'date': '10/16/2017, 20:29:24', 'full_text': 'Way to go @DalTigers! https://t.co/u76Iwcu22W'}"
3067,"{'date': '10/05/2016, 14:24:32', 'full_text': 'RT @DalExecEd: So excited with incredible success we are having with the inaugural cohort of our new Leadership and Innovation program! @ha…'}",,"{'date': '10/16/2017, 17:15:23', 'full_text': 'When these neutron stars crashed, the celestial explosion was a gold mine for\xa0astronomers /via @globeandmail https://t.co/TN41aPjHNn'}"
3068,"{'date': '10/05/2016, 14:24:22', 'full_text': 'RT @dalmba: Investing in your MBA now could result in a better career options. Come and visit us  @uOttawa Mobility Fair today! https://t.c…'}",,"{'date': '10/16/2017, 16:35:40', 'full_text': 'Honoured to welcome dancers and guests to Dal’s 8th Annual Mawio’mi https://t.co/X1UtCnAusf'}"
3069,"{'date': '10/05/2016, 14:24:07', 'full_text': 'RT @Hunter_dal: @DALCFAME MBA FS walk across the stage to receive their degree from @DalPres https://t.co/Xjixceyfmx'}",,"{'date': '10/16/2017, 16:00:57', 'full_text': 'RT @CarolynatDal: Mawio’mi 2017 in Dal quad. Flag presentation and honour of veterans start off the celebration. https://t.co/O7uYyNl6Qn'}"
3070,"{'date': '10/05/2016, 12:00:19', 'full_text': 'RT @IOGca: @rmlgestionnaire with @tfyfe launch @IOGca with @DalManagement Inter Jurisdictional Executive Leadership Program in Halifax'}",,"{'date': '10/16/2017, 15:17:34', 'full_text': 'RT @JoanneFirth123: Congrats to @DalArchPlan grad @uytaelee on your recent honour from Corporate Knights - Top 30 under 30 in Sustainabilit…'}"
3071,"{'date': '10/05/2016, 11:52:45', 'full_text': 'RT @Hunter_dal: The MPA get ready to receive their Degree!  Congrats @DALCFAME @DalhousieSPA https://t.co/8E01a2fXKq'}",,"{'date': '10/16/2017, 15:14:48', 'full_text': 'Dignitaries in Grand Entry kick off 8th annual Dal Mawio’mi. Welcome! https://t.co/COTb8pUPoM'}"
3072,"{'date': '10/05/2016, 11:52:26', 'full_text': 'RT @CEED_NS: Join us at the Grow HALIFAX Entrepreneur’s Rally! What a great way to kick-off small business week. @halifaxchamber https://t.…'}",,"{'date': '10/16/2017, 12:16:40', 'full_text': ""RT @FionaAtDal: Great to note @Pattidbedwell quoted in CBC story https://t.co/wSTJzXaXyy, especially on Dal's Mawio'mi day https://t.co/S9A…""}"
3073,"{'date': '10/05/2016, 11:51:58', 'full_text': 'RT @ACPA_CAAP: The Dalhousie School of Public Administration is excited to announce the 17th annual Atlantic Conference on... https://t.co/…'}",,"{'date': '10/16/2017, 10:57:54', 'full_text': '@pwalty @infomorning @CBCNS @Dalnews @HRMPolice Apologies Peggy, we can and will do better. Hope you can join my meeting with neighbours tomorrow - letter should be in your mailbox'}"
3074,"{'date': '10/05/2016, 11:51:34', 'full_text': 'RT @springloadedtec: Spring Loaded jumps into business https://t.co/GKpPKrB4X3 via @chronicleherald https://t.co/d8q76tMcpp'}",,"{'date': '10/16/2017, 10:54:07', 'full_text': 'Great to see @Dal_Alumni @uytaelee recognized as one of Canada’s Top 30 Under 30 in Sustainability - congratulations Uytae! https://t.co/2hACMS4kiD'}"
3075,"{'date': '10/05/2016, 11:50:18', 'full_text': ""RT @michael_smit: Interesting times: companies generating $$$ from personal information protect our privacy from gov't surveillance. https:…""}",,"{'date': '10/16/2017, 09:11:03', 'full_text': '@ArticulateDinos @DalStudentUnion @univcan @CAUT_ACPPU Thanks, please connect with Vice-Provost Al-Shaibah on the process to get involved.'}"
3076,"{'date': '10/04/2016, 23:36:18', 'full_text': 'RT @sltoze: Big data needs to be managed. Read-Big data: Why the boom is already over\n\nhttps://t.co/LefkwBRC5v'}",,"{'date': '10/15/2017, 22:18:20', 'full_text': 'LETHBRIDGE: Atlantic Supercluster pitch looks like a winner | The Chronicle Herald https://t.co/ZUKV494Rvu via @chronicleherald'}"
3077,"{'date': '10/04/2016, 23:35:48', 'full_text': 'RT @scharleb: “Lower food prices could take us back, when food was inexpensive, undervalued, and inconsequential...” https://t.co/ORB1PoNuT0'}",,"{'date': '10/15/2017, 19:44:44', 'full_text': '@NordoftheNorth Will pass on to organizing committee @Dal_Alumni. Thx for coming back to campus and have a safe trip home'}"
3078,"{'date': '10/04/2016, 15:00:09', 'full_text': ""RT @DalFoMAlumni: Today's ROWE recess is sponsored by @DalFoMAlumni for @dalmgt @DalCommerce societies, if you are around please drop by @D…""}",,"{'date': '10/15/2017, 19:43:27', 'full_text': 'RT @DalTigersAD: Congrats to our @DalTigers WSOC team on their important road win today. #TigerPride'}"
3079,"{'date': '10/04/2016, 14:31:23', 'full_text': 'RT @edleach: Kudos to Iconic Brewing nominated EY Young &amp; Emerging Ontario Entreprneur of the year Year   https://t.co/bJhLuYKUju @dalpres…'}",,"{'date': '10/15/2017, 19:06:14', 'full_text': '@jeffbblair @DalSecurity It’s been moved; @DalSecurity Director looking into &amp; will respond Monday'}"
3080,"{'date': '10/04/2016, 14:22:22', 'full_text': 'RT @scharleb: “The drop in food prices is not just happening in Canada.” https://t.co/ORB1PoNuT0'}",,"{'date': '10/15/2017, 18:11:13', 'full_text': ""RT @Dal_Alumni: It's 29-28 for @DalTigers with 10 minutes left in the game! #DalHomecoming #GoTigers""}"
3081,"{'date': '10/04/2016, 13:54:36', 'full_text': ""RT @dalsimnews: We're lucky to have amazing alumni! Thanks to SIMAA &amp; @DalManagement's Marianne Hagen for your hard work: https://t.co/mfIw…""}",,"{'date': '10/15/2017, 16:52:54', 'full_text': 'RT @DalFootballClub: Dalhousie Tigers are up 22-14 with 9:19 to go in the second! @DalAlumniHFX @Dalnews'}"
3082,"{'date': '10/04/2016, 13:53:41', 'full_text': 'RT @scharleb: Food prices are falling in Canada. Is that a good thing? https://t.co/4t8hY1Y8lj'}",,"{'date': '10/15/2017, 16:52:46', 'full_text': 'RT @sblairreid: Touchdown!!! @DalTigers #DalHomecoming woo hoo @Dal_Alumni https://t.co/EyY8sZRQq7'}"
3083,"{'date': '10/04/2016, 13:53:29', 'full_text': 'RT @scharleb: Hold the cheering about Canada’s falling food prices https://t.co/ummYteYasi'}",,"{'date': '10/15/2017, 16:52:19', 'full_text': 'Great crowd and spirit as Dal takes lead 22-14! @DalFootballClub @DalCheerleading https://t.co/bxLeOu6OMD'}"
3084,"{'date': '10/04/2016, 13:53:23', 'full_text': 'RT @dalmba: .@UCalgary students: you have more options than you think! Visit us at the Grad School Fair today from 12-4:  https://t.co/KCi7…'}",,"{'date': '10/15/2017, 16:47:25', 'full_text': '15-14 Dal, way to go @DalFootballClub ! https://t.co/RLxg0fIlWg'}"
3085,"{'date': '10/04/2016, 13:53:01', 'full_text': 'RT @UofC_CS: @RoweBusiness will be on campus on Wednesday for an information session. RSVP on CareerLink now! https://t.co/N829lL2V7y'}",,"{'date': '10/15/2017, 16:18:44', 'full_text': ""RT @Dal_Alumni: It's #Pinktober and @DalFootballClub is donating a dollar for every entry and @scotiabank matching #DalHomecoming #EndBreas…""}"
3086,"{'date': '10/04/2016, 13:51:47', 'full_text': 'RT @PacurarDal: Congratulations @bartscz and @SageMixology ! You continue to make @RoweBusiness and @Dalnews so proud! https://t.co/ORWPAus…'}",,"{'date': '10/15/2017, 16:06:17', 'full_text': '@DalhousieDad @ArticulateDinos That’s some of what we want to avoid. Had 1 student death 2 yrs ago at Dal due to alcohol. Strongly believe can have fun while  staying safe'}"
3087,"{'date': '10/04/2016, 13:50:53', 'full_text': 'RT @OksanaShkurska: @scharleb @RoweJDCC @RoweBusiness I was also impressed! It was my pleasure to observe their presentations and work with…'}",,"{'date': '10/15/2017, 16:00:52', 'full_text': '@DalhousieDad @ArticulateDinos P.s. thx @DalhousieDad for your engagement and views - great to meet u this fall'}"
3088,"{'date': '10/04/2016, 13:50:35', 'full_text': 'RT @BuyUpIndex: Just re-found this great quote @scharleb ""Increasingly, the consumer is becoming the true CEO of the food supply chain"" And…'}",,"{'date': '10/15/2017, 15:59:46', 'full_text': '@DalhousieDad @ArticulateDinos 2. That’s where we need to focus, and almost all the students and neighbours I spoke w yesterday agreed.'}"
3089,"{'date': '10/03/2016, 16:44:20', 'full_text': 'RT @DalExecEd: Are you a law student or practising lawyer? \n\nStill a few spots left in our Law Practice Management Program!\n\nVisit https://…'}",,"{'date': '10/15/2017, 15:58:54', 'full_text': '@DalhousieDad @ArticulateDinos 1. Agree vast majority of activity is appropriate and fun. Issue is the outlier activity causing real safety concerns.'}"
3090,"{'date': '10/03/2016, 14:33:19', 'full_text': 'RT @Construction_NS: CANS 154th Annual General Meeting and Business Session is underway. Thank you to our session sponsors @DalExecEd and @…'}",,"{'date': '10/15/2017, 15:22:45', 'full_text': '@ArticulateDinos @DalStudentUnion @univcan Critical to get it right. Dal currently revising, with @DalStudentUnion representation.'}"
3091,"{'date': '10/03/2016, 13:53:00', 'full_text': '@IOGca Looking forward to hosting a great group. @DalExecEd'}",,"{'date': '10/15/2017, 14:55:35', 'full_text': '@ArticulateDinos Indeed, there appears to be a broader trend, and so I’m connecting with other Canadian colleagues on lessons'}"
3092,"{'date': '10/03/2016, 13:43:10', 'full_text': ""RT @DalManagement: Another successful fundraising at this year's Inside Ride. The Dalhousie Commerce Society raised more than $13,000. http…""}",,"{'date': '10/15/2017, 14:49:32', 'full_text': '@themanfromdiman Indeed, this is one of the ideas being discussed. Partying is fine; need to make it safer and in reasonable bounds.'}"
3093,"{'date': '10/03/2016, 13:42:38', 'full_text': 'RT @scharleb: Judged our @RoweJDCC team today. Impressed by our students, sharp, great performances by all teams #proudmoment @RoweBusiness…'}",,"{'date': '10/15/2017, 13:13:12', 'full_text': 'RT @CranstonAnna: Such exciting times for Halifax and NS. #yeswecan https://t.co/wgqrtqh4ga'}"
3094,"{'date': '10/03/2016, 13:42:26', 'full_text': 'RT @scharleb: Compostable #coffee pods set to hit store shelves https://t.co/lQvPaGh2sk'}",,"{'date': '10/15/2017, 11:44:05', 'full_text': 'RT @lborolondon: Thanks to @Dalnews for hosting members of our @lborolondon_ETC team to discuss #GCEC2017 collaboration opportunities this…'}"
3095,"{'date': '10/03/2016, 13:41:57', 'full_text': 'RT @Real_Leaders: ""Peace cannot be kept by force; it can only be achieved by understanding."" - Albert Einstein #peace #leadership https://t…'}",,"{'date': '10/15/2017, 02:00:17', 'full_text': ""RT @DalTigers: Thanks to everyone who joined us for tonight's #DalHomecoming hockey games! @Dal_Alumni @Dalnews Hope to see you in the stan…""}"
3096,"{'date': '10/03/2016, 13:41:39', 'full_text': 'RT @scharleb: U.S. Solar-powered greenhouse to grow food without fresh water https://t.co/JjpsMiVjCE'}",,"{'date': '10/15/2017, 01:03:29', 'full_text': 'RT @Dal_Alumni: What a great day of #DalHomecoming events! Join us tomorrow to cap off Homecoming with the @DalFootballClub game - 1 pm at…'}"
3097,"{'date': '10/03/2016, 13:41:24', 'full_text': 'RT @scharleb: Ottawa to ban trans fats, enforce sodium reduction measures: Report https://t.co/pj6SEWa2Cx'}",,"{'date': '10/15/2017, 00:29:12', 'full_text': '@Muteguy I’m sorry you find it grumpy. I am speaking to our students because 2 years ago we had one die from excessive drinking.'}"
3098,"{'date': '10/03/2016, 13:41:00', 'full_text': 'RT @scharleb: Sexism is bad for the economy. These 4 charts prove it https://t.co/kgN15pcns6 #gender https://t.co/K1gWwskZC8'}",,"{'date': '10/15/2017, 00:10:05', 'full_text': '@JamesTaylor1114 Just have to keep it in reasonable limits. The vast majority of students I spoke w today understand this and are having a great time.'}"
3099,"{'date': '10/03/2016, 13:40:36', 'full_text': 'RT @profng: Nothing mom and pop about #FamilyBusiness https://t.co/dSCNeAhdH2 @DALFamBus'}",,"{'date': '10/14/2017, 23:33:41', 'full_text': ""RT @DalTigers: WHOC: Congrats to #94 Autumn Moors for being tonight's Subway Player of the Game! #TigerPride https://t.co/HrGeLleU55""}"
3100,"{'date': '10/03/2016, 13:38:28', 'full_text': 'RT @dalmba: Come visit us  @mountroyal4u for our MBA info session! Great opportunity to transfer your skills and experiences. https://t.co/…'}",,"{'date': '10/14/2017, 23:33:26', 'full_text': 'RT @DalTigersAD: Big win for @DalTigers WHOC in their home opener. Congrats girls!'}"
3101,"{'date': '10/03/2016, 13:38:20', 'full_text': 'RT @profng: Emotional Intelligence Is Overrated  https://t.co/hdYxZuLk8M #EI &lt; #IQ @debmerry @DalExecEd'}",,"{'date': '10/14/2017, 23:33:21', 'full_text': 'RT @CarolynatDal: Dal Women Tigers basketball team closing the gap with SMU late in the 3rd quarter in preseason tonight Go @DalTigers !!'}"
3102,"{'date': '09/30/2016, 18:46:25', 'full_text': ""Thanks to everyone who participated in the roundtable on doing infrastructre smarter at #DalhousieU's MacEachen Institute today! #DalMIPP https://t.co/QTsodK7sRy""}",,"{'date': '10/14/2017, 22:47:50', 'full_text': ""RT @Dalnews: We're at the @DalTigers vs. @SMUHuskies men's hockey game as part of #DalHomecoming. Dal just scored to end the first period a…""}"
3103,"{'date': '09/30/2016, 18:37:34', 'full_text': 'RT @scharleb: @DalManagement Great meeting with our student leaders today. Lead by example, and show us the way!'}",,"{'date': '10/14/2017, 22:28:48', 'full_text': '@JerbearScallion Occasionally, but more often broccoli.'}"
3104,"{'date': '09/30/2016, 16:22:53', 'full_text': 'Dean @scharleb taking questions from our student society leaders at our reception this afternoon. https://t.co/5kaqNtDfnE'}",,"{'date': '10/14/2017, 22:25:19', 'full_text': ""RT @sblairreid: It is wonderful to see the enthusiasm of our #DalhousieU students supporting men's hockey #dalhomecoming @Dal_Alumni  @Daln…""}"
