,DalArtsCentre,Dal_CSS,DalIntcentre
1240,"{'date': '04/19/2017, 17:46:54', 'full_text': ""Stop by @DalArtGallery to catch Landon Mackenzie: Parallel Journey before it's gone! Free admission. #Halifax #DalhousieU https://t.co/CQmDPYB4GE""}",,
1241,"{'date': '04/18/2017, 13:01:11', 'full_text': 'General admission tickets to the @hrsbmusic Choral Gala Concert in the Cohn on May 15 are on sale! To purchase: https://t.co/ILb817t2DJ https://t.co/j6XqCHTGmR'}",,
1242,"{'date': '04/17/2017, 15:56:36', 'full_text': 'RT @xpress_local: . @BJMDANSE returns to Halifax with three sparkling works https://t.co/WP2SKHPwlx'}",,
1243,"{'date': '04/17/2017, 12:05:36', 'full_text': ""Don't forget to purchase tickets to @LiveArtDance presents @BJMDANSE in the Cohn on Wednesday! Check out this video: https://t.co/NAjKZ1YWdJ""}",,
1244,"{'date': '04/13/2017, 15:33:47', 'full_text': 'Our box office &amp; administration office will be closed tomorrow, April 14. Tickets will still be available online: https://t.co/gqPE5JKgNE'}",,
1245,"{'date': '04/13/2017, 13:10:22', 'full_text': 'Tickets to Cape Breton Summertime Revue on August 9 are on sale today at noon! To purchase: https://t.co/gqPE5JKgNE https://t.co/H2Jcc2nRWy'}",,
1246,"{'date': '04/12/2017, 12:34:08', 'full_text': ""If you're thinking about purchasing/renewing a subscription, @SymphonyNS has a great info page on their website: https://t.co/r4l3qgPUhT""}",,
1247,"{'date': '04/11/2017, 19:22:23', 'full_text': 'Tickets to the popular Cape Breton Summertime Revue will be available starting at noon on Thursday (April 13). See you there, #Halifax https://t.co/ucu8JdQUDb'}",,
1248,"{'date': '04/11/2017, 17:50:32', 'full_text': ""Don't miss country music star Charley Pride at the Rebecca Cohn Auditorium on May 18! Tickets available now: https://t.co/C59adKuy16""}",,
1249,"{'date': '04/11/2017, 12:34:00', 'full_text': 'Still to come in April: @SymphonyNS, @LiveArtDance presents @BJMDANSE, Bill &amp; @joelplaskett with special guests @MAYHEMINGWAYS. https://t.co/ZxotOPQM7y'}",,
1250,"{'date': '04/10/2017, 18:13:03', 'full_text': 'RT @SymphonyNS: Our Festival is almost sold out, except for our April 29 Festival Hits concert! 902.494.3820 https://t.co/FARoU7ORA5 https:…'}",,
1251,"{'date': '04/10/2017, 14:01:00', 'full_text': 'RT @kaeshammer: Thanks for a great time this morning @globalhalifax. Looking forward to the show with the Dalhousie Jazz Ensemble tonight @…'}",,
1252,"{'date': '04/10/2017, 11:58:34', 'full_text': ""Fit some jazz into your Monday, #Halifax! Here's a little preview of what to expect tonight in the Cohn. Tickets available at the door. https://t.co/4LdQhynJSo""}",,
1253,"{'date': '04/07/2017, 19:14:01', 'full_text': ""It's a busy weekend for @SymphonyNS &amp; @BalletJorgenCA as they bring Swan Lake to life! Get an idea of what to expect:https://t.co/Dp0JkmgNCu""}",,
1254,"{'date': '04/07/2017, 13:39:41', 'full_text': ""RT @SonicConcerts: Holy smokes! Congrats to @jenngrantmusic on this awesome news. Can't wait to celebrate #Paradise in #Halifax May 13th @D…""}",,
1255,"{'date': '04/07/2017, 11:50:42', 'full_text': ""Don't forget: tickets to Bruce Cockburn with special guest @terralightfoot, presented by @BDiamondProd, go on sale today at noon.""}",,
1256,"{'date': '04/06/2017, 19:11:46', 'full_text': 'Swing by the Dunn Theatre this evening for @FSPA Colour and Light (Dal Wind Ensemble) at 7:30. Tickets are $10-$15!'}",,
1257,"{'date': '04/05/2017, 11:11:50', 'full_text': 'Happy Wednesday, #Halifax! Catch Bruce Cockburn with special guest @terralightfoot in the Cohn on Sept 16! Tix on sale April 7 @ noon https://t.co/tCVZV2sRRT'}",,
1258,"{'date': '04/04/2017, 16:58:10', 'full_text': 'Mark it in your calendars, #Elvis fans! On May 12 we have One Night with the KING, starring Brandon Bennett, direct from Las Vegas.'}",,
1259,"{'date': '04/03/2017, 18:25:00', 'full_text': 'Tickets to @FSPADal presents Colour and Light (Dal Wind Ensemble) are available at our box office with a special student/senior rate! https://t.co/wElunzHFwJ'}",,
1260,"{'date': '04/03/2017, 14:06:36', 'full_text': 'Tickets for Festival at 50: @hrsbmusic Program Choral Gala Concert on May 15 are on sale now! Tickets: https://t.co/C59adKuy16 #Halifax'}",,
1261,"{'date': '03/31/2017, 19:23:59', 'full_text': 'Swing by the Arts Centre this evening for @FSPADal: Coram Boy @ 7:30 or Buddy Wasisname and the Other Fellers @ 8. #DalhousieU #Halifax'}",,
1262,"{'date': '03/31/2017, 17:45:08', 'full_text': 'An interesting glimpse into what the job of ""orchestra librarian"" entails. It\'s easy to forget that a lot of work goes on behind the scenes! https://t.co/kBnOllYsUk'}",,
1263,"{'date': '03/31/2017, 15:32:22', 'full_text': ""There's a steady stream of people purchasing @teganandsara tickets. Get your hands on some before they're gone! https://t.co/C59adKuy16 https://t.co/mTegBaoPH8""}",,
1264,"{'date': '03/31/2017, 12:14:23', 'full_text': 'In the next week and a half we have performances by @SymphonyNS, @FSPADal, #BubbleGuppiesLive, &amp; Buddy Wasisname and The Other Fellers. https://t.co/4FTd78eqzz'}",,
1265,"{'date': '03/30/2017, 18:28:04', 'full_text': 'Looking for something to do in #Halifax this evening? Comedian Derek Edwards performs in the Cohn at 7:30. Tix available at door ($45.00)'}",,
1266,"{'date': '03/30/2017, 14:35:37', 'full_text': 'You also have a chance to win tickets through @LiveArtDance to see BJM Danse live on April 19 in the Cohn! https://t.co/CNffMtQv69'}",,
1267,"{'date': '03/30/2017, 14:19:59', 'full_text': 'Head on over to @SonicConcerts for a chance to win tickets to @teganandsara in the Cohn on July 27. Tickets on sale tomorrow at noon! https://t.co/OgGVJhbA0a'}",,
1268,"{'date': '03/30/2017, 11:46:20', 'full_text': 'RT @SonicConcerts: This weekend in Halifax! The Bubble Guppies are Ready to Rock the Rebecca Cohn Apr. 2! Tickets @dalartscentre &amp; https://…'}",,
1269,"{'date': '03/29/2017, 18:04:24', 'full_text': 'Join us in the Cohn on April 19 for the rescheduled @BJMDANSE performance, presented by @LiveArtDance. Tix available:https://t.co/gqPE5JKgNE https://t.co/N0wchasy45'}",,
1270,"{'date': '03/29/2017, 14:19:30', 'full_text': ""If you're planning to come to #Halifax from out of town for @teganandsara (or any summer show), @StayAtDal has a great idea! https://t.co/O293yc9bZJ""}",,
1271,"{'date': '03/29/2017, 13:41:48', 'full_text': 'RT @FSPAdirector: Dal will host ANSMA 2018! Gorgeous photo of FSPA student Maia Bruce @FSPADal @DalPres @DalArtsCentre https://t.co/CJRcOZ3…'}",,
1272,"{'date': '03/28/2017, 17:40:27', 'full_text': 'RT @SonicConcerts: Very few tickets remain for Bill &amp; @joelplaskett at the Cohn in #Halifax on April 20! Get tickets @DalArtsCentre and htt…'}",,
1273,"{'date': '03/28/2017, 16:59:13', 'full_text': ""It's not too late to purchase tickets to Derek Edwards: Alls I'm Saying this Thursday at 7:30pm. Prepare to laugh! https://t.co/gqPE5JKgNE https://t.co/kz6jwbsvoZ""}",,
1274,"{'date': '03/27/2017, 18:49:05', 'full_text': ""We've been listening to @teganandsara nonstop since @SonicConcerts announced the July 27 Cohn show this morning https://t.co/GNXR3q9uUb""}",,
1275,"{'date': '03/27/2017, 15:09:48', 'full_text': '#HALIFAX! You asked, @mulaney &amp; @justforlaughs answered! A second show has been added! Same evening @ 9:30. Tell your friends! On sale now https://t.co/FoA6eueuQb'}",,
1276,"{'date': '03/27/2017, 12:21:56', 'full_text': ""EXCITING NEWS from @SonicConcerts! @teganandsara will be joining us in the Cohn on July 27! Tickets on sale Friday at noon. We can't wait https://t.co/1Qj8RBlTj7""}",,
1277,"{'date': '03/27/2017, 12:20:22', 'full_text': 'He was a big hit during @HFXJazzFest 2015 &amp; now @kaeshammer is back! He joins #DalhousieU jazz ensemble in the Rebecca Cohn on April 10 https://t.co/5AEo6mhVUz'}",,
1278,"{'date': '03/24/2017, 13:51:50', 'full_text': ""Don't miss out! Shows w/ limited seating: #BubbleGuppies, @barenakedladies, @CdeBOfficial, @Writer_DG, Bill &amp; @joelplaskett, #OhWhatANight""}",,
1279,"{'date': '03/24/2017, 11:52:24', 'full_text': ""Theme of the weekend: #DalhousieU! @FSPADal presents Vivaldi's Gloria @ St Matthew's Church on Saturday &amp; #DalDance is in the Cohn on Sunday""}",,
1280,"{'date': '03/23/2017, 18:04:38', 'full_text': ""We're just over a week away from Buddy Wasisname &amp; The Other Fellers: The Last Laff Tour in the Cohn! Tix available:https://t.co/C59adKuy16""}",,
1281,"{'date': '03/22/2017, 19:33:06', 'full_text': 'Did you know @FSPADal now has a YouTube channel? Check out this video for their upcoming show, ""Coram Boy"" (Mar 28-Apr 1). #DalhousieU https://t.co/Dw4GeHGs5j'}",,
1282,"{'date': '03/21/2017, 14:29:09', 'full_text': '#Halifax! Join us May 11 at 7pm for @mulaney: Kid Gorgeous, presented by @justforlaughs! Tickets on sale March 24 at noon https://t.co/T81028BysK'}",,
1283,"{'date': '03/21/2017, 12:19:43', 'full_text': ""Don't miss this performance by the #DalhousieU Jazz Ensemble ft. @kaeshammer on April 10 in the Cohn! https://t.co/rPTimpNSV4""}",,
1284,"{'date': '03/20/2017, 17:37:57', 'full_text': 'The Symphony also has an Under 30 U-Pick 4 package. Contact the box office for more details or to submit your 2017/18 subscription! https://t.co/JffzuJTpqJ'}",,
1285,"{'date': '03/17/2017, 17:21:03', 'full_text': 'Know any Canadian composers? #DalhousieU &amp; @FSPADal have issued a Call for Works with submissions due Sept 15, 2017. See link for details https://t.co/ATAeeqpWam'}",,
1286,"{'date': '03/17/2017, 15:04:52', 'full_text': 'RT @SonicConcerts: Tickets for @barenakedladies in #Halifax Oct 18 are on sale now! Buy @DalArtsCentre or online https://t.co/cUB6pEWWCc @9…'}",,
1287,"{'date': '03/17/2017, 13:16:49', 'full_text': ""Good thing the office is quiet today b/c we just watched this Canada's Got Talent audition (filmed in the Cohn!) &amp; got pretty emotional. https://t.co/LYz7g0GZ9d""}",,
1288,"{'date': '03/16/2017, 12:19:50', 'full_text': 'Coming up at the DAC: @SymphonyNS, @FSPADal, @DalDance, Derek Edwards, &amp; Buddy Wasisname and The Other Fellers. Tix: https://t.co/gqPE5JKgNE https://t.co/wMTwG56Gq2'}",,
1289,"{'date': '03/15/2017, 19:51:29', 'full_text': 'A lovely article by @NS_scooke ft. Bill &amp; @joelplaskett. They perform in the Cohn on Apr 20 with @MAYHEMINGWAYS. Tix:https://t.co/gqPE5JKgNE https://t.co/Ly1dvITwyn'}",,
1290,"{'date': '03/15/2017, 18:29:07', 'full_text': '#Halifax! Limited VIP packages for @barenakedladies on Oct 18 are available NOW! (Package details in link) https://t.co/C59adKuy16 https://t.co/xtgIytzCyw'}",,
1291,"{'date': '03/15/2017, 16:51:55', 'full_text': ""It's here! Time to start planning which @SymphonyNS you'll attend next year. We recommend you get your subscription in ASAP - don't delay! https://t.co/oXgDZaKK4m""}",,
1292,"{'date': '03/15/2017, 16:24:52', 'full_text': 'RT @SymphonyNS: Subscriptions are on sale now, offering you the best savings, seats, and deals! Many of our concerts sell out, so now’s the…'}",,
1293,"{'date': '03/14/2017, 19:11:40', 'full_text': 'Just a reminder that tomorrow (Mar 15) @SymphonyNS has their free 2017/18 season launch at 12:30. LOTS of exciting shows to be announced!'}",,
1294,"{'date': '03/14/2017, 14:20:39', 'full_text': '#Halifax! Have you purchased your tickets to Derek Edwards? He joins us for an evening of laughs on March 30. Tix: https://t.co/C59adKuy16'}",,
1295,"{'date': '03/13/2017, 16:48:57', 'full_text': 'Support #DalhousieU dancers in SURGE: A #DalDance Recital on March 26. General admission tickets are available now: https://t.co/gqPE5JKgNE'}",,
1296,"{'date': '03/13/2017, 13:11:31', 'full_text': ""TONIGHT! A Forever Frozen Story - a musical based on Hans Andersen's 'The Snow Queen'. Fun for the family! Tickets: https://t.co/gqPE5JKgNE""}",,
1297,"{'date': '03/10/2017, 17:13:22', 'full_text': 'Exciting news from @SonicConcerts! @barenakedladies are coming to the Cohn in October! Tix available Mar 17 https://t.co/mSEimd6cWv'}",,
1298,"{'date': '03/10/2017, 14:12:48', 'full_text': 'RT @SonicConcerts: A handful of tickets have been released for the Half Moon Run show in Halifax tomorrow. Buy now: https://t.co/cUB6pEWWCc'}",,
1299,"{'date': '03/10/2017, 13:03:12', 'full_text': 'Check out the Patron Services page of our website for info on parking, lost &amp; found, our scent-free policy &amp; more! https://t.co/JXa8jXklNK'}",,
1300,"{'date': '03/09/2017, 19:39:37', 'full_text': 'We cannot WAIT to see the new @SymphonyNS season! The launch is less than a week away - see you on March 15, #Halifax https://t.co/fRUkezWxbU'}",,
1301,"{'date': '03/09/2017, 17:35:38', 'full_text': ""TOMORROW! Catch @FSPADal's Guitar Galore performance tomorrow evening, March 10, at @TMRHFX. Tickets available: https://t.co/gqPE5JKgNE""}",,
1302,"{'date': '03/08/2017, 13:33:00', 'full_text': 'Our tweets are all about books today. Head over to @DalArtGallery on Friday (11am-5pm) for a cool art-themed book sale! #Halifax #DalhousieU https://t.co/8OpDO35laB'}",,
1303,"{'date': '03/08/2017, 13:00:31', 'full_text': 'We KNOW #Halifax has a lot of @Writer_DG (author of the Outlander series) fans. Join @BookmarkHalifax here on May 3 for a reading/signing! https://t.co/tDzoHPXVk2'}",,
1304,"{'date': '03/07/2017, 14:01:15', 'full_text': 'Have you purchased tickets to One Night With the King, starring Brandon Bennett yet? See you on May 12, #Elvis fans! https://t.co/QBzuppYZAe'}",,
1305,"{'date': '03/06/2017, 18:01:45', 'full_text': 'Brochures for @scotiafestival are available in our lobby! We came across one from 2000 this week while doing some (almost) spring cleaning https://t.co/73kcux5vKF'}",,
1306,"{'date': '03/06/2017, 14:34:36', 'full_text': 'The next 2.5 weeks involve: @FSPADal, @halfmoonrun, A Forever Frozen Story, &amp; quite a few @SymphonyNS performances. Purchase tickets today! https://t.co/8LWQkSYLIv'}",,
1307,"{'date': '03/03/2017, 17:13:58', 'full_text': 'RT @SonicConcerts: Happy album release day, @jenngrantmusic! See #Paradise live in Halifax at the Cohn May 13! Tickets @DalArtsCentre &amp; htt…'}",,
1308,"{'date': '03/01/2017, 15:26:50', 'full_text': 'Support #DalhousieU students by attending Guitars Galore at The Music Room - March 10 at 7:30! Our box office is selling gen. admission tix https://t.co/JRukvoUl3B'}",,
1309,"{'date': '02/28/2017, 18:31:02', 'full_text': 'BJM Danse has been rescheduled to April 19 at 7:30! Contact our box office at 902-494-3820 or @LiveArtDance at 902-420-0003 for details.'}",,
1310,"{'date': '02/28/2017, 17:40:57', 'full_text': ""#Halifax! Why not check out @jenngrantmusic's new album on @CBCMusic while purchasing tickets for her May 13 show at the Rebecca Cohn https://t.co/FE9x291Kl7""}",,
1311,"{'date': '02/28/2017, 13:26:45', 'full_text': ""TOMORROW! John Mueller's @OfficialWDP - the music of Buddy Holly, Ritchie Valens and the Big Bopper! Purchase your tickets today, #Halifax!""}",,
1312,"{'date': '02/27/2017, 14:35:22', 'full_text': 'Come out to hear @SymphonyNS play with @NSYOrchestra on March 5! Tickets still available https://t.co/l4Dvytyd82'}",,
1313,"{'date': '02/24/2017, 19:52:04', 'full_text': 'Oh what a night it will be! Tickets are on sale for ""Oh What A Night!: A Tribute to Frankie Valli and The Four Seasons"" in the Cohn on May 2'}",,
1314,"{'date': '02/24/2017, 15:00:58', 'full_text': 'Tickets are now available for SURGE: A DalDance Recital. Support #DalhousieU &amp; #UKings students while enjoying an evening of dance! #Halifax'}",,
1315,"{'date': '02/23/2017, 18:52:48', 'full_text': ""It's not too late to purchase tickets to Buddy Wasisname and The Other Fellers: The Last Laff Tour in #Halifax on Mar 31 &amp; Apr 1!""}",,
1316,"{'date': '02/22/2017, 19:15:18', 'full_text': 'Have you purchased tickets to Euphoria 2017 yet? Help #DalhousieU @DalMedSchool students support @shineacademics on Feb 25 at 7pm!'}",,
1317,"{'date': '02/21/2017, 19:21:26', 'full_text': 'Follow @FSPADal for information on events such as this one - they have a lot of interesting arts programming throughout the year #DalhousieU https://t.co/SGRNtzi1zi'}",,
1318,"{'date': '02/21/2017, 17:44:30', 'full_text': '#Halifax! The snow last week is a great reminder to purchase tickets to A Forever Frozen Story (musical based on The Snow Queen) on Mar 13!'}",,
1319,"{'date': '02/21/2017, 15:10:30', 'full_text': 'We have a new upcoming events list ft. @SymphonyNS, @FSPADal, @halfmoonrun, @DalMedSchool, @MeashaBG &amp; @OfficialWDP. Purchase tickets today! https://t.co/J2lUtWmy1j'}",,
1320,"{'date': '02/17/2017, 13:19:30', 'full_text': ""RT @SonicConcerts: Today's the day: Bill &amp; @joelplaskett's 'Solidarity' is out! Don't miss them at @DalArtsCentre, Apr 20. Buy now: https:/…""}",,
1321,"{'date': '02/16/2017, 18:43:53', 'full_text': 'A Tribute to Elvis in Concert at the Rebecca Cohn on Oct 4 is now on sale! We are closed but you can buy online: https://t.co/gqPE5JKgNE'}",,
1322,"{'date': '02/16/2017, 16:11:47', 'full_text': ""Our box office is closed today. It will be open in person 5:30-7:30pm to serve patrons of to @FSPADal's Concerto Night. See you tonight!""}",,
1323,"{'date': '02/16/2017, 15:35:34', 'full_text': 'RT @SymphonyNS: More snow?! Check out the parkades and parking lots near the @DalArtsCentre available for patrons eves &amp; weekends! https://…'}",,
1324,"{'date': '02/15/2017, 19:18:55', 'full_text': ""Congratulations everyone! #Halifax, you can see Landon Mackenzie's work for free in the @DalArtGallery from now until Apr 23! Worth a visit https://t.co/xF07vTmTuS""}",,
1325,"{'date': '02/15/2017, 19:05:36', 'full_text': 'More time than we thought, #Halifax! @SymphonyNS has a pre-sale going until Feb 16 at midnight for @Cmdr_Hadfield merch! See prev. post https://t.co/7QF6CswgzW'}",,
1326,"{'date': '02/15/2017, 15:28:43', 'full_text': ""#Halifax! You have until midnight to take advantage of the @SymphonyNS pre-sale of @Cmdr_Hadfield's merchandise. Pick items up at the show! https://t.co/VJc4rTlkCk""}",,
1327,"{'date': '02/15/2017, 14:35:31', 'full_text': 'Free Wednesday film screenings at the @DalArtGallery! https://t.co/wVpOZ36vXt'}",,
1328,"{'date': '02/14/2017, 16:38:14', 'full_text': 'An update from @LiveArtDance about the cancelled @BJMDANSE performance originally scheduled for this evening. https://t.co/XltXPiqF5f'}",,
1329,"{'date': '02/14/2017, 00:56:02', 'full_text': 'Our box office will remain closed on Feb 14 due to weather conditions. Tickets can still be purchased online: https://t.co/gqPE5JKgNE'}",,
1330,"{'date': '02/13/2017, 18:56:03', 'full_text': '#Halifax! Important information re: @BJMDANSE on Feb 14. @LiveArtDance is hoping a new date can be arranged. Will update as we have details https://t.co/82oeTOgwex'}",,
1331,"{'date': '02/13/2017, 00:20:33', 'full_text': 'The box office will be closed February 13 due to inclement weather. Stay safe out there, #Halifax.'}",,
1332,"{'date': '02/10/2017, 18:51:24', 'full_text': 'RT @SonicConcerts: There are only a handful of tickets left for An Evening w/ City and Colour (Solo) at @DalArtsCentre! Get yours now: http…'}",,
1333,"{'date': '02/10/2017, 15:24:10', 'full_text': ""Our box office will be open regular hours today. We have the @CdeBOfficial onsale at noon &amp; @FSPADal's performance of Stage Door at 7:30pm!""}",,
1334,"{'date': '02/09/2017, 20:47:41', 'full_text': 'STAGE DOOR (@FSPADal production) for this evening - Feb 9 - has been cancelled. Contact the box office re: refunds/questions (902-494-3820)'}",,
1335,"{'date': '02/09/2017, 14:45:02', 'full_text': 'Use the promotional code ""LADYINRED"" today between 10am &amp; 10pm to buy presale tickets to @CdeBOfficial in #Halifax! https://t.co/C59adKuy16 https://t.co/hnCUQtAA6A'}",,
1336,"{'date': '02/08/2017, 18:53:47', 'full_text': 'Check out this chance to win two tickets to @MeashaBG at the Rebecca Cohn Auditorium on Feb 24! Get your name in before Feb 9 at noon! https://t.co/hMgdxEC1G5'}",,
1337,"{'date': '02/07/2017, 18:20:14', 'full_text': ""Any jazz fans (particularly #MilesDavis) in #Halifax? @DalArtGallery's 1st African Heritage Month film - Miles Ahead - is tonight at 5pm.""}",,
1338,"{'date': '02/07/2017, 14:14:31', 'full_text': 'Did you know we have the Rebecca Cohn seating map online? Patrons find it useful to situate seats before purchasing https://t.co/QmhrRB5k34'}",,
1339,"{'date': '02/07/2017, 13:49:48', 'full_text': 'Catch Stage Door at #DalhousieU (Feb 7-11). We do recommend you arrange tickets ahead of time - these shows are sold out or close to it! https://t.co/63eyedtgzc'}",,
1340,"{'date': '02/06/2017, 14:29:51', 'full_text': '#Halifax! Tickets are very limited for #BubbleGuppies: Ready to Rock at the Rebecca Cohn on April 2 (1&amp;4pm). Tix: https://t.co/gqPE5JKgNE'}",,
1341,"{'date': '02/03/2017, 13:08:34', 'full_text': 'The admin office (incl. lost &amp; found) is closed for Munro Day. Our box office is maintaining regular hours due to an onsale + show today'}",,
1342,"{'date': '02/02/2017, 18:21:22', 'full_text': ""#ShubenacadieSam is predicting an early spring. Obviously he hasn't purchased his tickets to #AForeverFrozenStory (musical) on March 13 yet.""}",,
1343,"{'date': '02/02/2017, 16:18:26', 'full_text': ""#Halifax! Tickets go on sale Feb 10 at noon for @CdeBOfficial. He joins us in the Cohn on Sept 20 &amp; 21 as part of his 'A Better World' tour https://t.co/kJdpuFr08B""}",,
1344,"{'date': '02/02/2017, 14:09:23', 'full_text': ""We've been watching @Cmdr_Hadfield's Space Oddity music video in preparation for @SymphonyNS's Symphony in Space! https://t.co/uIgfcaZAHi""}",,
1345,"{'date': '02/01/2017, 17:34:03', 'full_text': ""RT @AdamaBaldwin: 💥HALIFAX💥 I'm opening for @halfmoonrun at the Rebecca Cohn @DalArtsCentre on March 11. Still a few tix left: https://t.co…""}",,
1346,"{'date': '01/31/2017, 18:17:54', 'full_text': 'The #ECMA2017 nominees list has been released - take a moment to check it out! https://t.co/bZxWYQnbi1'}",,
1347,"{'date': '01/31/2017, 14:58:56', 'full_text': 'Support #DalhousieU students from Feb 2-5 in their four performances of The Magic Flute in the Sir James Dunn Theatre! https://t.co/br8TgyDV7e'}",,
1348,"{'date': '01/30/2017, 17:14:05', 'full_text': ""@SonicConcerts We can't wait!""}",,
1349,"{'date': '01/30/2017, 17:10:54', 'full_text': 'RT @SonicConcerts: #Announce: An Evening with City and Colour - Solo in #PEI, #NB, #NS and #NL! Show on sale Feb 3 at 12pm. https://t.co/dw…'}",,
1350,"{'date': '01/30/2017, 17:10:45', 'full_text': 'Have you heard, #Halifax? @SonicConcerts is bringing @cityandcolour to the Cohn on May 9 &amp; 10! Tickets available this Friday at noon'}",,
1351,"{'date': '01/30/2017, 15:05:24', 'full_text': 'Tickets to Euphoria - hosted by @DalMedSchool students &amp; in support of @shineacademics - are on sale now. Come out for a great cause!'}",,
1352,"{'date': '01/27/2017, 13:16:39', 'full_text': 'Our latest list of upcoming events! We have @FSPADal, @SymphonyNS &amp; @LiveArtDance to look forward to. Complete list: https://t.co/jSFzZRU9q2 https://t.co/PPByZBZP5A'}",,
1353,"{'date': '01/26/2017, 20:03:35', 'full_text': '#DalhousieU/#Halifax: did you know the @DalArtGallery has free African Heritage Month film screenings? Details: https://t.co/xjEl1lJTz3'}",,
1354,"{'date': '01/25/2017, 19:14:51', 'full_text': 'This is extremely cool! Applications are now being accepted for the first commission - do you know any composers who fit the bill, #Canada? https://t.co/IwrjEDeMrW'}",,
1355,"{'date': '01/24/2017, 17:54:40', 'full_text': 'We predict her voice will sound absolutely wonderful in the Cohn (although does it ever not?). Tickets available now! https://t.co/vsMWcRaYRd'}",,
1356,"{'date': '01/24/2017, 13:26:25', 'full_text': 'Our office started the day with a little Bill &amp; @joelplaskett music marathon (so it should be an okay day). Join them in the Cohn on Apr 20! https://t.co/VMZxUWHn2v'}",,
1357,"{'date': '01/23/2017, 13:38:55', 'full_text': 'Be sure to mark @LiveArtDance &amp; @BJMDANSE into your calendar for Feb 14 (7:30)! Tickets can be purchased through Live Art or our box office https://t.co/93zOVciKGs'}",,
1358,"{'date': '01/20/2017, 18:26:57', 'full_text': 'Come on out and support #DalhousieU students at their production of THE MAGIC FLUTE in the Sir James Dunn Theatre! Tickets are $10-$15 https://t.co/hvZyeALs3O'}",,
1359,"{'date': '01/20/2017, 14:12:21', 'full_text': 'One show on February 18 (7:30pm) and two on February 19 (2:00pm and 7:30pm). The performances are sure to be ... out of this world. #Halifax https://t.co/EcRiuCIKVh'}",,
1360,"{'date': '01/19/2017, 18:59:06', 'full_text': 'The final 4 shows of January are all @SymphonyNS - what a busy group of musicians! Tickets to all performances are very limited. https://t.co/SGfJoDo0Q2'}",,
1361,"{'date': '01/18/2017, 19:26:03', 'full_text': 'There are some familiar names on this list. Catch @joelplaskett (&amp; Bill Plaskett) on April 20 and @jenngrantmusic on May 13 at the Cohn! https://t.co/6pk1bxjkB6'}",,
1362,"{'date': '01/17/2017, 12:46:15', 'full_text': ""Check out our brochure rack next time you're in the neighbourhood! New additions include @NSCraftStudios, @DalArtGallery &amp; @LiveArtDance https://t.co/bEayCvfI6i""}",,
1363,"{'date': '01/16/2017, 19:30:09', 'full_text': 'This weekend will be busy at the DAC with THREE (!) @SymphonyNS performances of The Music of the Beatles: Abbey Road. Tix are very limited'}",,
1364,"{'date': '01/13/2017, 16:06:13', 'full_text': 'Hey #Halifax! We now have a Dalhousie Arts Centre Facebook account. Follow us for information about upcoming events: https://t.co/wlIaTj9a2i'}",,
1365,"{'date': '01/12/2017, 19:29:02', 'full_text': ""After attending @DalArtGallery's opening reception at 7 check out this evening's @LiveArtDance event (note: they sell their own tickets) https://t.co/34bwnFANZw""}",,
1366,"{'date': '01/12/2017, 16:02:44', 'full_text': ""TONIGHT! Stop by the #DalhousieU's @DalArtGallery this evening for their Landon Mackenzie: Parallel Journey opening reception at 7pm. https://t.co/evcqIyfyDd""}",,
1367,"{'date': '01/12/2017, 15:23:36', 'full_text': 'The performance starts at 7pm - see you there! For tickets: https://t.co/gqPE5JKgNE https://t.co/9OsotLWkgv'}",,
1368,"{'date': '01/11/2017, 13:05:34', 'full_text': ""RT @SonicConcerts: The new @MeashaBG album comes out Fri! Can't wait to give it a listen + see her live in Feb at @DalArtsCentre! Buy: http…""}",,
1369,"{'date': '01/10/2017, 16:10:23', 'full_text': 'Welcome back, #DalhousieU students! Did you know @SymphonyNS offers an Under-30 subscription? 4 shows/$90! Contact our box office for info'}",,
1370,"{'date': '01/10/2017, 14:12:28', 'full_text': ""Why not fit an evening of dance into your Valentine's Day plans? Tickets to @BJMDANSE are available now: https://t.co/gqPE5JKgNE https://t.co/RCreuTJpUY""}",,
1371,"{'date': '01/09/2017, 19:54:40', 'full_text': 'General admission tickets are still available for @NSMassChoir this Saturday. Purchase tickets online, over the phone, or in person today! https://t.co/I4o9wAcTC8'}",,
1372,"{'date': '01/06/2017, 19:43:57', 'full_text': 'Mark it in your calendars, #Halifax! https://t.co/iwofmcbEGQ'}",,
1373,"{'date': '01/05/2017, 15:14:34', 'full_text': 'Support #DalhousieU students &amp; attend great live performance by purchasing a @FSPADal 5-event subscription from our box office. Lots to see!'}",,
1374,"{'date': '01/04/2017, 18:33:48', 'full_text': '#MyCanadaIs: @gorddownie, @tagaq, @lightfoot365, @MargaretAtwood, @DavidSuzukiFDN, @nationalballet, Rita MacNeil, @MeashaBG. #Canada150'}",,
1375,"{'date': '01/04/2017, 14:36:07', 'full_text': 'The @NSMassChoir performs in the Cohn on Jan 14 in their 14th annual tribute to Rev Dr King Jr. Listen to them here: https://t.co/XZcXcqOiIT'}",,
1376,"{'date': '01/03/2017, 15:54:42', 'full_text': ""Have you purchased your #OWF2017 tickets yet? The Jan 10 performance with @SymphonyNS is getting quite limited - don't wait! https://t.co/VG4yIiPBsV""}",,
1377,"{'date': '01/03/2017, 13:40:22', 'full_text': '2017 has a lot of wonderful performances in store for #Halifax. Check out our list of upcoming events: https://t.co/jSFzZRCy1s'}",,
